station_id,lat,lon,name,short_name,capacity,X,Y
245,45.53696,-73.61199,Bélanger / St-Denis,6249,23,608369.6261309973,5043539.596321139
246,45.53678525128436,-73.6148879583925,Marché Jean-Talon (Henri-Julien / Jean-Talon),6250,0,608143.7022646131,5043516.273590495
247,45.53429782539273,-73.61217230558395,de Gaspé / Dante,6251,23,608360.5063913154,5043243.589979079
248,45.53328465200231,-73.61546069383621,Mozart / St-Laurent,6252,15,608105.694004326,5043126.595235798
249,45.53900036432657,-73.6142510175705,Métro Jean-Talon (Berri / Jean-Talon),6253,19,608189.1829074525,5043763.224977397
250,45.54006,-73.60897,Boyer / Bélanger,6254,0,608599.4445640375,5043888.07980854
251,45.53848,-73.60556,Boyer / St-Zotique,6255,0,608868.7163052215,5043717.165817345
253,45.536434338630336,-73.60783427975548,de St-Vallier / St-Zotique,6257,19,608695.098046164,5043486.816092645
254,45.537087833013324,-73.59321847558022,Parc Père-Marquette (Chambord / Rosemont),6258,39,609834.969001141,5043579.314271279
255,45.541331760976774,-73.58387768268585,des Érables / Dandurand,6259,15,610555.9331510522,5044063.627744791
256,45.53923559055867,-73.58594566583633,Cartier / Dandurand,6260,23,610398.590378142,5043827.902292962
257,45.54433850465683,-73.58794391155243,Louis-Hémon / Rosemont,6261,19,610232.6085906127,5044392.075719066
258,45.53718135927993,-73.59750330448149,de la Roche /  de Bellechasse,6262,15,609500.2490548916,5043583.850229761
259,45.47117930747152,-73.6270022392273,de Hampton / de Monkland,6263,15,607322.4816868154,5036211.421937863
260,45.5425697477813,-73.59214425086974,Chabot / de Bellechasse,6264,15,609908.1560781408,5044189.810693798
261,45.53848842101396,-73.57776492834091,des Érables / Laurier,6265,15,611038.7486986399,5043756.179011731
262,45.546661109634606,-73.58868420124054,Louis-Hébert / de Bellechasse,6266,27,610170.2799995639,5044649.094504252
263,45.544375546398065,-73.59564453363419,Chabot / Beaubien,6267,15,609631.3871810037,5044385.642577065
264,45.539900246044354,-73.59936207532883,Chambord / Beaubien,6268,15,609349.8543479348,5043883.376961455
265,45.53636263222538,-73.55421245098114,de Rouen / Hogan,6269,15,612881.8185156032,5043552.863772799
266,45.543653916207866,-73.60126135876271,Fabre / St-Zotique,6270,19,609194.3070468854,5044297.813776803
267,45.640002860465096,-73.49011301994324,Place du Village (St-Jean-Baptiste / Notre-Dame),6271,15,617669.6505192855,5055159.241877145
268,45.546539011777845,-73.59866470098495,de Bordeaux / St-Zotique,6272,19,609391.4208146185,5044621.876649069
269,45.546779039476185,-73.60281676054001,Cartier / Bélanger,6273,23,609066.8384653014,5044642.891733944
270,45.53036486555959,-73.58439266681671,Christophe-Colomb / St-Joseph,6274,19,610537.2171832552,5042844.527015077
271,45.5446849701959,-73.61012041568756,Chambord / Jean-Talon,6275,15,608500.7321200063,5044400.345754967
272,45.541669595766315,-73.60760450363159,de la Roche / Bélanger,6276,23,608702.9478385771,5044068.750141948
