station_id,lat,lon,name,short_name,capacity,X,Y
273,45.55001,-73.59576,Louis-Hébert / St-Zotique,6278,15,609611.4197423125,5045011.458139596
274,45.55158518908433,-73.59916493296623,Louis-Hébert / Bélanger,6279,19,609342.5852556941,5045181.812389933
275,45.541899331528164,-73.59758377075194,Fabre / Beaubien,6904,19,609484.8078943652,5044107.894371343
276,45.54391953154915,-73.58424894533528,Fullum / Holt,6905,26,610521.8774091181,5044350.610798575
277,45.531921043052655,-73.59804779291153,Métro Rosemont (de St-Vallier / Rosemont),6906,19,609467.9454673888,5042998.701170769
278,45.53409866804061,-73.59553456306458,Boyer / Rosemont,6907,31,609659.9510722833,5043244.05958353
279,45.53341043363302,-73.60112428665161,de Bellechasse / de St-Vallier,6908,15,609224.8423031442,5043159.977325513
280,45.48390169543355,-73.56363236904144,Augustin-Cantin / Shearer,6921,31,612250.601495456,5037711.420906244
281,45.5246829812827,-73.5788968205452,Marie-Anne / St-Hubert,6926,19,610977.5316317367,5042220.86903488
282,45.50723,-73.615085,Édouard-Montpetit / de Stirling,6927,19,608184.9587998437,5040232.50900867
283,45.50116506773693,-73.62054750323296,McKenna / Édouard-Montpetit,6928,23,607769.821144404,5039551.370895697
284,45.527363,-73.607723,Waverly / Van Horne,6228,15,608721.2663780188,5042479.166884593
285,45.52497706918177,-73.6106863617897,Hutchison / Van Horne,6232,19,608494.4490617538,5042210.087930377
286,45.52428310031213,-73.6049484461546,Bernard / Jeanne-Mance,6233,0,608943.87331703,5042140.760530228
287,45.549868431421636,-73.64765658974648,Basile-Routhier / Chabanel,6917,15,605560.7819803315,5044926.152725828
288,45.5520234093726,-73.58171837870032,Bibliothèque et Complexe aquatique Rosemont (9e avenue / Rosemont),6919,15,610703.5156513093,5045254.418872353
289,45.537041,-73.602026,Boyer / Beaubien,6910,23,609147.4113843245,5043562.096522603
290,45.49047561880464,-73.56022328138351,des Bassins / du Séminaire,6086,31,612503.9273352748,5038446.528495854
291,45.49302901258371,-73.56481790542603,Notre-Dame / de la Montagne,6087,27,612139.8368754499,5038723.77646475
292,45.48998450498787,-73.56710570398717,Guy / Notre-Dame,6088,27,611967.1109445263,5038382.35123416
293,45.5481863712796,-73.592010140419,Louis-Hébert / Beaubien,6277,19,609907.6780239922,5044813.986569504
294,45.52361490311454,-73.59245739877223,St-Dominique / Laurier,6280,23,609920.635921839,5042083.552408294
297,45.47825420305296,-73.56960564851761,Métro Charlevoix (Centre / Charlevoix),10002,23,611794.9682470917,5037075.677126789
301,45.48805561667987,-73.56888815760612,Notre-Dame / Saint-Martin,6401,22,611831.6473004711,5038165.575831199
302,45.472781067977614,-73.5852724313736,Ste-Émilie / Sir-Georges-Etienne-Cartier,6402,0,610581.2134469948,5036445.952975081
303,45.485047979822774,-73.5719633102417,Georges-Vanier / Notre-Dame,6403,19,611597.285664036,5037827.162064963
304,45.485328993998365,-73.57692271471024,St-Jacques / Vinet,6404,19,611209.1695367662,5037851.5042799
305,45.4820980397155,-73.57487618923187,Duvernay / Charlevoix,6405,19,611375.4663071167,5037495.392494598
306,45.48020822800015,-73.57759863138199,Marché Atwater,6406,0,611166.4213652823,5037281.671019672
307,45.483788863965174,-73.5750612616539,Workman/ Vinet,6407,23,611357.6708983076,5037682.980141488
308,45.4891,-73.57656,Métro Georges-Vanier (St-Antoine / Canning),6408,17,611230.0909780317,5038270.95131089
309,45.51989655507833,-73.58010649681091,de l'Hotel-de-Ville / Rachel,6307,0,610892.4699679265,5041687.440139312
311,45.4568844514464,-73.57260704040527,4e avenue / de Verdun,6309,15,611602.560513252,5034697.412425015
312,45.50689914049937,-73.623526096344,de Soissons / de Darlington,6310,31,607526.200506324,5040184.41464713
313,45.4824297233159,-73.58367975812143,Bel Air / St-Antoine,6313,23,610686.8073341915,5037520.074418054
314,45.50144933057703,-73.63305062055588,de Kent / de la Côte-des-Neiges,6312,39,606792.4797223804,5039566.250123229
315,45.53488214147823,-73.60941231250763,Drolet / St-Zotique,6311,19,608574.8791395682,5043312.235525098
316,45.52932643090091,-73.57480645179749,de Lanaudière / Marie-Anne,6314,19,611287.7991659093,5042742.40510198
317,45.49602276227824,-73.62184492885717,Jean-Brillant / de la Côte-des-Neiges,6315,0,607678.2627813519,5038978.3383366745
318,45.48911308766352,-73.6470128595829,McLynn / Plamondon,6316,27,605724.7732345299,5038177.265899985
319,45.55358456339093,-73.56052905321121,Bourbonnière / du Mont-Royal,6383,23,612354.3240640447,5045457.310591989
320,45.53611005443118,-73.5762870311737,de Bordeaux / Gilford,6385,19,611158.8197263362,5043493.9947615
321,45.541374968866094,-73.5542231798172,Métro Préfontaine (Moreau / Hochelaga),6386,30,612870.9498062445,5044109.705439378
322,45.54690718297082,-73.5515570640564,Métro Joliette  (Joliette / Hochelaga),6387,19,613067.9982326296,5044728.072678422
323,45.55061693669672,-73.54901432991028,d'Orléans / Hochelaga,6388,19,613259.035518362,5045143.802488873
324,45.54152678327907,-73.61248868051915,Boyer / Jean-Talon,6389,23,608321.9205504942,5044046.280404799
325,45.544306576612755,-73.54551016355799,Aylwin / Ontario,6391,23,613545.2646194886,5044447.689845343
327,45.54095791741757,-73.54702949523926,Dézéry / Ontario,6393,23,613433.3932719068,5044073.514345959
328,45.54814504700217,-73.5471260547638,Parc Lalancette (de Rouen / Valois),6394,0,613411.3994488266,5044871.848822817
329,45.563084167155345,-73.5481941328544,Métro Viau (Viau / Pierre-de-Coubertin),6395,55,613297.9948982305,5046530.039371248
330,45.55321884238814,-73.53978216648102,Marché Maisonneuve,6397,22,613974.4038753468,5045445.939675391
331,45.55118417872238,-73.54087114334106,Desjardins / Ontario,6398,23,613893.5167589877,5045218.347466755
332,45.53968044327973,-73.63450437784195,Guizot / St-Laurent,6323,19,606606.6679283577,5043811.678771441
333,45.539890852781404,-73.62026989459991,Faillon / St-Denis,6327,23,607717.5737454671,5043854.060260668
334,45.54095134225734,-73.62637460231781,Drolet / Gounod,6329,23,607238.9553350442,5043963.702792645
335,45.540780049797995,-73.63040059804916,de Gaspé / Jarry,6330,23,606924.9715782389,5043939.30116174
336,45.543423548290185,-73.63246187567711,Guizot / St-Denis,6331,23,606759.0434079238,5044230.242814276
337,45.54248521237199,-73.63634169101715,de Gaspé / de Liège,6332,15,606457.9317311671,5044120.842404313
338,45.54721107501036,-73.63105237483978,Leman / de Chateaubriand,6333,15,606861.9002546034,5044652.903198776
339,45.54355974189168,-73.62777203321457,Métro Jarry (Lajeunesse / Jarry),6334,19,607124.9035003671,5044251.622866352
340,45.54481928225348,-73.6215104162693,du Rosaire / St-Hubert,6335,23,607611.3202286193,5044399.931596023
341,45.54310243053054,-73.61607524188003,Boyer / Everett,6336,15,608038.9029470792,5044216.496215651
342,45.545841561840085,-73.62665355205536,de Chateaubriand / Jarry,6338,15,607207.8808944706,5044506.620699581
343,45.474565185029945,-73.62403571605682,Harvard / de Monkland,6339,19,607547.9224943519,5036591.546046613
344,45.544867,-73.614841,de la Roche / Everett,6340,11,608131.8726615672,5044414.19752075
345,45.467369,-73.570769,Regina / de Verdun,6341,23,611725.5549900653,5035864.756065607
346,45.550681320460136,-73.61533787112421,Marquette / Villeray,6343,15,608081.9390658035,5045059.484358741
348,45.54969542033443,-73.55464696884155,Nicolet / Sherbrooke,6346,27,612821.2164535533,5045033.489713985
349,45.559199,-73.599658,Métro St-Michel (Shaughnessy / St-Michel),6347,15,609289.3364224604,5046027.016604389
350,45.4757434,-73.5646007,Ryde / Charlevoix,6349,27,612191.1208667936,5036803.713011518
351,45.48059248038378,-73.56577813625336,de Laprairie / Centre,6350,23,612089.4758625552,5037340.783693343
355,45.538737949470644,-73.62802147865295,St-Dominique / Gounod,6322,15,607114.5875819097,5043715.601618645
356,45.545580534390176,-73.63490000367165,Lajeunesse / de Liège,6324,15,606564.6315525479,5044466.637986877
357,45.53888723230076,-73.62390697002411,de Gaspé / Villeray,6328,15,607435.5345187351,5043737.685836155
358,45.471743,-73.613924,Marcil / Sherbrooke,6354,23,608343.6791557134,5036291.596518512
359,45.55626186680846,-73.53744059801102,Ontario / Sicard,6355,23,614151.0073148995,5045787.340790701
360,45.47710675189806,-73.6214379966259,de Monkland / Girouard,6356,15,607746.1199596599,5036877.384599347
361,45.5568667309625,-73.589306473732,12e avenue / St-Zotique,6357,23,610101.7714290395,5045782.059473569
362,45.551937362101,-73.59392791986465,1ère  avenue / St-Zotique,6358,15,609750.6747814462,5045228.087392282
363,45.50993151446477,-73.56380671262741,St-Catherine / St-Laurent,6359,27,612185.2670525734,5040602.99852693
364,45.553456845975276,-73.58784198760986,Beaubien / 8e avenue,6360,15,610222.7384235648,5045405.240193401
365,45.54968589617967,-73.59115451574326,Molson / Beaubien,6361,23,609971.5430648131,5044981.752183891
366,45.54779995287998,-73.58486741781235,1ère avenue / Rosemont,6362,15,610465.9939457376,5044780.86394377
367,45.468926984877434,-73.6198702454567,de la Côte St-Antoine / Royal,6363,19,607884.2609733205,5035970.748115499
368,45.54991069359101,-73.55826258659361,de Chambly / Rachel,6364,23,612538.5603015532,5045052.328991909
370,45.51014162409143,-73.6247518658638,Wilderton  / Van Horne,6366,19,607424.278027967,5040543.003470965
371,45.54800352985515,-73.58138993382454,3e avenue / Holt,6367,19,610737.0473790094,5044808.273625049
372,45.55037651450808,-73.57373356819151,10e avenue / Masson,6368,0,611330.0172578472,5045082.499929009
373,45.45750908083069,-73.6394852399826,U. Concordia - Campus Loyola (Sherbrooke / West Broadway),6369,27,606372.4421325991,5034676.118809551
374,45.557192,-73.569847,d'Orléans / Masson,6370,19,611619.8941686112,5045845.082987811
375,45.54752382909683,-73.57513636350632,5e avenue / Masson,6371,23,611226.1470892392,5044763.628630235
376,45.5451997,-73.57645065,Parc du Pélican (1ère avenue / Masson),6372,39,611128.1333360572,5044503.603161905
377,45.54710817336986,-73.56936693191528,7e avenue / St-Joseph Rosemont,6373,27,611677.335740998,5044725.463080922
378,45.55389801568004,-73.5713866353035,15e avenue / Masson,6374,23,611506.2456444183,5045476.988655449
379,45.47729315148685,-73.58732163906097,Métro Place St-Henri (St-Ferdinand / St-Jacques),6375,23,610412.2256670159,5036944.40972967
380,45.55293611277267,-73.56577143073082,16e avenue / St-Joseph,6376,23,611946.4325352386,5045377.942200376
381,45.47930107352825,-73.56629446148872,de Châteauguay / Ropery,6377,23,612051.6836162602,5037196.593103736
383,45.4632535358533,-73.57587933540344,de l'Église / Bannantyne,6379,15,611334.1745304129,5035400.452494896
384,45.551584,-73.561916,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),6380,23,612250.0530915805,5045233.111906675
385,45.5457759528664,-73.56217458844185,Omer-Lavallée / du Midway,6381,18,612241.4304580999,5044587.491129484
387,45.54539579902699,-73.5565418866463,Rivier / Sherbrooke,6384,23,612681.8959036341,5044553.150552752
388,45.554373399819674,-73.55137467384337,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),6396,31,613067.2614573803,5045557.807333244
389,45.51825588419192,-73.60320568084717,Bloomfied / Elmwood,6301,15,609091.6204984443,5041473.521622717
390,45.52079584115535,-73.6032706975675,Durocher / St-Viateur,6302,15,609081.6336296555,5041755.614689471
391,45.514918954061876,-73.61968517303467,Parc Pratt (Dunlop / Van Horne),6303,15,607810.926074133,5041080.540115541
392,45.515617,-73.614991,Parc Joyce (Rockland / Lajoie),6304,15,608176.2304729102,5041164.404372761
393,45.514379,-73.610871,Davaar / de la Côte-Ste-Catherine,6305,15,608500.4018131742,5041032.425444203
394,45.510200304274754,-73.6114051938057,Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),6306,26,608466.7059134962,5040567.464032933
396,45.53613488953656,-73.62258464097977,Gary-Carter / St-Laurent,6321,38,607544.0197127368,5043433.678942733
397,45.53520398241678,-73.6175217570053,St-Dominique / Jean-Talon,6344,35,607941.0928698038,5043337.053733029
399,45.486346321757786,-73.57352435588837,Lionel-Groulx / George-Vanier,6409,27,611472.7331975575,5037969.23567533
400,45.56933906192115,-73.70472729206085,11e avenue / du Souvenir,9001,15,601071.068656201,5047015.8071189355
401,45.514524730294404,-73.56835573911665,de l'Hôtel-de-Ville / Sherbrooke,6021,27,611820.832289309,5041106.944678057
403,45.52311432992147,-73.61815363168716,Campus MIL (Outremont / Thérèse-Lavoie Roux),6066,23,607914.8780572406,5041993.078709818
404,45.51258740220925,-73.57373893260956,Prince-Arthur / St-Urbain,6218,0,611404.193999246,5040884.230982099
406,45.51252079509179,-73.53200376033783,Parc Jean-Drapeau (Chemin Macdonald),6501,47,614664.2210575236,5040935.58229135
407,45.5063732,-73.52457672,Casino de Montréal,6502,19,615256.889191257,5040263.237724703
408,45.53035130173597,-73.6243924498558,Métro Parc  (Hutchison / Ogilvy),6503,33,607413.8839451815,5042788.717964982
409,45.52156536710626,-73.53533238172531,La Ronde,6504,23,614385.8952387562,5041935.657556893
413,45.46991202213883,-73.61735232174397,de Melrose / Sherbrooke,6415,15,608079.2026708245,5036083.565340191
414,45.55465888075087,-73.54660302400589,Letourneux / Hochelaga,6417,15,613439.1195730786,5045596.258528157
415,45.49810026070624,-73.65294188261032,Paré / Mountain Sights,6418,15,605244.7262715176,5039167.923032783
417,45.54124722370603,-73.59104454517365,Cartier / Rosemont,6421,19,609996.5867748422,5044044.388409549
418,45.477384955188235,-73.61527817789465,Notre-Dame-de-Grâce / Décarie,6416,15,608227.0270837918,5036916.570782452
419,45.491513,-73.633649,Beaucourt / de la Côte-Ste-Catherine,6419,23,606764.5103289274,5038461.562858588
421,45.50229349416256,-73.5733064264059,de Maisonneuve / Mansfield SE,6423,23,611458.2944431053,5039741.212147249
422,45.48542414888848,-73.62816195935011,Métro Snowdon (de Westbury / Queen-Mary),6420,27,607204.8096814908,5037792.4211865375
423,45.55702223161539,-73.6599015713,Péloquin / Fleury,6422,15,604591.6971227486,5045704.888063871
424,45.54640752148169,-73.63842844963074,Métro Crémazie (Crémazie / Lajeunesse),6410,15,606287.6304540813,5044553.83490347
425,45.53039449604383,-73.70393217686795,Louisbourg / O'brien,6412,23,601202.9904622758,5042690.162826988
426,45.50373771539475,-73.56948494911194,Ste-Catherine / Union,6413,34,611753.9826427619,5039906.970890629
427,45.48013378575666,-73.58590811491013,Parc St-Henri (Laporte / Guay),6414,15,610517.1492020586,5037261.936748676
428,45.462846046287325,-73.56592163443565,Métro de l'Église (Ross / de l'Église),6425,15,612113.4480151907,5035369.025338756
429,45.459487694540734,-73.57209205627441,Métro Verdun (Willibrord / de Verdun),6426,27,611637.68689626,5034987.336942152
430,45.47069642604657,-73.56542240828276,Métro Lasalle (de Rushbrooke / Caisse),6427,23,612136.9068800738,5036241.867121438
431,45.46714,-73.54259,Place du Commerce,6429,33,613928.8124534882,5035878.879595493
432,45.513342512307055,-73.57301607728004,Clark / Prince-Arthur,6411,31,611459.1646401334,5040969.124429383
433,45.45998577640931,-73.54395568370819,Berlioz / de l'Île des Soeurs,6428,23,613836.4548933918,5035082.13973106
437,45.522544455627866,-73.59346926212311,Clark / Laurier,6281,15,609843.6992407916,5041963.243998479
438,45.48697062,-73.58929306,de Maisonneuve / Greene,6432,19,610239.264957394,5038016.832694992
439,45.48282602624293,-73.59084337949753,Hillside / Ste-Catherine,6433,15,610126.1928234065,5037554.257438485
440,45.47742856483265,-73.60016942024231,Victoria / de Maisonneuve,6434,15,609407.8087320533,5036941.878342059
441,45.48129146961133,-73.6003303527832,Victoria Hall,6435,15,609387.7542457742,5037370.813188083
442,45.48624101696415,-73.59572768211365,de la Côte St-Antoine / Argyle,6436,19,609737.8518559588,5037926.966474834
443,45.53368199320325,-73.51526074111462,St-Charles / Montarville,5002,15,615928.5232834988,5043310.571937213
444,45.52841043752244,-73.51716578006744,Place Longueuil,5003,15,615790.5971807146,5042722.167907863
445,45.539824,-73.508752,St-Charles / Grant,5004,11,616424.0460629718,5044002.352615477
446,45.53527504835821,-73.51361989974976,St-Charles / Labonté,5005,5,616053.3623125978,5043489.926953065
447,45.53722603812578,-73.49506705999374,Collège Édouard-Montpetit (de Gentilly / de Normandie),5006,19,617497.8583293769,5043733.669233672
448,45.52331869398737,-73.52012693881989,Métro Longueuil - Université de Sherbrooke,5007,35,615569.7970418956,5042152.223574379
452,45.53147464147482,-73.59242051839828,Parc Ludger-Duvernay (St-André / St-Hubert),6929,19,609908.2053181859,5042956.796745706
453,45.55984236120471,-73.61544728279114,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),6930,34,608055.8367749753,5046077.106553326
454,45.55078357889704,-73.53409996037954,Letourneux / Ste-Catherine,6700,19,614422.8580704218,5045183.474894546
455,45.50104945092413,-73.57720971107483,Stanley / Sherbrooke,6701,23,611155.8056878141,5039597.593504344
456,45.569789,-73.548081,Métro Assomption (Chauveau / de l'Assomption),6702,27,613293.3420397678,5047275.090898995
457,45.554946972033726,-73.55529472231865,Jardin Botanique (Pie-IX / Sherbrooke),6703,24,612760.1499420474,5045616.013391894
458,45.56168275734862,-73.58564794063568,19e avenue / St-Zotique,6704,27,610377.8795562354,5046322.135455446
459,45.456365,-73.57614,5e avenue / Bannantyne,6705,15,611327.3546748026,5034634.80396406
460,45.450729976972944,-73.5725748538971,Beatty / de Verdun,6706,23,611617.2195159841,5034013.721502392
461,45.45608545783109,-73.58193710446358,Métro Jolicoeur (de Sève / Drake),6707,19,610874.6456859424,5034595.734737437
462,45.507096455662456,-73.56844156980515,de Bleury / de Maisonneuve,6708,21,611828.8409595918,5040281.568085569
463,45.461741021347436,-73.58412176370621,Parc St-Paul (Le Caron / Marc-Sauvalle),6709,23,610692.7645490014,5035221.032720517
464,45.55982811984724,-73.65832507610321,Chambord / Fleury,6710,14,604709.5260299253,5046018.671959081
465,45.5315236502754,-73.61701235175133,Mozart / Waverly,6711,15,607987.9107388805,5042928.864342116
466,45.43791516514076,-73.58253550531117,LaSalle / Crawford,6712,15,610863.4530269778,5032576.270293181
467,45.56776565172907,-73.57968807220459,29e avenue / St-Zotique,6713,15,610831.0293711054,5047006.147956122
468,45.4157471675921,-73.63751649856567,LaSalle / 80e avenue,6714,23,606604.9893253234,5030039.168871315
469,45.4443505862464,-73.57542979723802,Natatorium (LaSalle / Rolland),6715,27,611406.5381252307,5033301.039015379
470,45.56387237463668,-73.6555677652359,Francis / Fleury,6716,19,604917.187485142,5046471.581693306
471,45.49530079236066,-73.63949386417517,Métro Plamondon (Carlton / Victoria),6717,19,606300.6756857133,5038874.621310022
472,45.46670033299904,-73.62355081379064,Grand Boulevard / Sherbrooke,6718,19,607600.790213918,5035718.441286281
473,45.46072936353252,-73.63407254219055,Park Row O / Sherbrooke,6719,15,606789.5549329483,5035041.056578254
474,45.5594818,-73.535496,Ontario / Viau,6720,19,614296.2506554109,5046147.835943808
475,45.57683333463968,-73.54647415224463,Métro Cadillac (Cadillac / Sherbrooke),6721,19,613404.5423337088,5048059.972055886
476,45.575812361972055,-73.54123055934906,Du Quesne / de Marseille,6722,11,613815.7103913139,5047953.971327678
477,45.56485589064712,-73.5774926841259,26e avenue / Beaubien,6723,15,611008.0733547155,5046685.915442074
478,45.472051276471305,-73.5827162861824,Léa-Roback / Sir-Georges-Etienne-Cartier,6724,34,610782.4422448691,5036368.397003254
479,45.451030919298056,-73.5939010977745,Métro Monk (Allard / Beaulieu),6725,15,609949.0381850637,5034017.762899877
480,45.56076192837154,-73.6505614221096,Hamel / Sauvé,6726,23,605313.6848662131,5046132.577278441
481,45.484966061164755,-73.56032252311707,Richardson / Montmorency,6727,31,612507.1424943366,5037834.298000012
482,45.52687028194893,-73.62672328948975,d'Outremont / Ogilvy,6728,19,607238.4974733884,5042398.870478272
483,45.516297540849614,-73.55801045894623,St-André / Ste-Catherine,6729,15,612625.3267580064,5041318.3576314105
484,45.570081,-73.573047,35e avenue / Beaubien,6730,31,611344.6737301814,5047272.574627482
485,45.547172039327485,-73.61815631389618,de Normanville / Villeray,6733,23,607868.6554324953,5044665.819804295
486,45.477923,-73.559038,Fortune / Wellington,6732,27,612621.5585468923,5037053.640489235
487,45.563709940264175,-73.57139468193054,27e avenue / Rosemont,6731,19,611486.2078986195,5046567.058919451
489,45.54218173507584,-73.62268656492233,Lajeunesse / Villeray,6734,15,607524.5336922596,5044105.330599387
490,45.55675103297278,-73.66716161370277,Métro Henri-Bourassa (Henri-Bourassa / Millen),6736,16,604025.569314965,5045665.32053089
491,45.552123,-73.630103,Jacques-Casault / Christophe-Colomb,6737,19,606926.6937733027,5045199.870415342
492,45.55873962047568,-73.60589044634253,6e avenue / Villeray,6735,15,608803.8152508656,5045967.510027657
493,45.50235036136798,-73.56658279895781,Union / René-Lévesque,6738,31,611983.4532255514,5039756.883177906
495,45.580314546424674,-73.5353136062622,Pierre-de-Coubertin / Langelier,6739,19,614268.2252419185,5048462.567842735
496,45.486318644010225,-73.5702332854271,Canning / Notre-Dame,6741,23,611729.9696293107,5037970.732853942
497,45.46339729163665,-73.59643578529356,St-Patrick / Briand,6742,17,609726.8487819092,5035388.150706008
498,45.49444855920154,-73.58337610960007,St-Marc / Sherbrooke,6743,15,610686.990505676,5038855.74146205
499,45.45670282849069,-73.59764268636354,Hamilton / Jolicoeur,6744,15,609645.4740022523,5034642.776649912
500,45.52793853319181,-73.62374067306519,Jean-Talon / de l'Épée,6745,19,607469.3731310676,5042521.53868478
501,45.52357479400008,-73.62344294786453,Métro Acadie (de l'Acadie / Beaumont),6746,13,607500.9346928697,5042037.138733697
502,45.53050525974957,-73.61470833420753,Waverly / St-Zotique,6747,19,608169.7673976244,5042818.826193994
503,45.49282530947313,-73.55797827243805,Young / Wellington,6748,27,612674.66508398,5038710.717373083
504,45.50644464920572,-73.55648696422577,St-Jacques / St-Laurent,6749,23,612763.995612882,5040225.871673356
505,45.52910695379893,-73.58480304479599,de Mentana / Gilford,6750,19,610507.6368348995,5042704.211653192
508,45.52605851018324,-73.61296892166138,Hutchison / Beaubien,6752,26,608314.1239045475,5042327.150616682
509,45.53007509225256,-73.60150516033173,cyclo,7000,2,609201.5593636876,5042788.912216037
511,45.57414703721992,-73.57462137937546,Centre ÉPIC (St-Zotique / 40e avenue),6753,23,611213.7988934757,5047722.118599838
512,45.45760820718457,-73.59051011502743,Dubois / Eadie,6754,23,610201.3795738103,5034753.115292898
514,45.52995941738481,-73.6329460144043,Bloomfield / Ball,7001,15,606746.7251459593,5042733.770814823
515,45.54407915308118,-73.66735741496086,Tolhurst / Fleury,7002,19,604033.6667933138,5044257.251965218
516,45.49497512853125,-73.57777043248461,Guy / Sainte-Catherine,7003,31,611123.9491916483,5038921.981588059
517,45.54983321292286,-73.64063255488873,Émile-Journault / de Chateaubriand,7004,31,606109.1262678078,5044931.503775667
518,45.56735205736566,-73.65378744900227,Marquette / Fleury,7005,15,605049.6328051847,5046860.49656187
519,45.54758205939525,-73.66522908210754,Clark / Fleury,7006,19,604193.343444154,5044649.177070059
520,45.51293324107222,-73.63389015197754,Kirkfield / de Chambois,7007,27,606705.1881715286,5040840.958936831
521,45.54758153109644,-73.61220851540565,Everett / Garnier,7008,15,608332.160582184,5044719.325259887
522,45.51999897796297,-73.5548883676529,Panet / Ste-Catherine,7009,19,612861.7725839292,5041733.959796684
523,45.481845071377414,-73.63037377595901,Earnscliffe / Queen-Mary,7010,23,607038.742518163,5037391.849764402
524,45.51888453178292,-73.55593845248222,Métro Beaudry (Beaudry / Ste-Catherine),7011,27,612781.9892130927,5041608.6726851575
525,45.5150280816668,-73.55635821819305,St-Christophe / René-Lévesque,7012,19,612756.9088786272,5041179.643700267
526,45.4648769981855,-73.62659722566605,Benny / Sherbrooke,7013,19,607366.1064281098,5035511.801643717
527,45.50363996257211,-73.6182689666748,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),7014,26,607943.1009600828,5039829.383357948
528,45.42947143740888,-73.59309915918857,Parc des Rapides (LaSalle / 6e avenue),7015,23,610053.6591608492,5031623.699574076
529,45.58284663189181,-73.54247644543648,Métro Langelier (Langelier / Sherbrooke),7016,19,613704.3027672485,5048733.697275651
530,45.55304176236985,-73.53244632482529,Bennett / Ste-Catherine,7017,19,614547.3460106321,5045436.712664947
531,45.54522973039872,-73.53725016117096,Valois / Ste-Catherine,7018,19,614188.2128085177,5044561.969627868
532,45.52751292628879,-73.59879076480864,Casgrain / St-Viateur,7019,23,609418.480988781,5042507.959202693
533,45.543652466151,-73.5534825682771,St-Germain / Hochelaga,7020,15,612924.2081884507,5044363.77109027
534,45.51915286772737,-73.61646920442581,Dollard / Van Horne,7021,19,608054.0066414376,5041555.237835552
535,45.52222528598142,-73.60668718814848,Durocher / Bernard,7022,15,608812.057721725,5041909.785496892
536,45.53318929909303,-73.64188581705093,Parc Howard (de l'Épée / de Liège),7023,15,606042.5898079515,5043080.752502368
537,45.52723106564012,-73.58672618865965,Métro Laurier (Berri / St-Joseph),7024,18,610361.1350202468,5042493.16032864
538,45.532330645908054,-73.62018674612045,Alexandra / Jean-Talon,7042,15,607738.5040079921,5043014.2537239995
539,45.52793332015246,-73.60122251338906,St-Dominique / Bernard,7025,23,609227.7759593796,5042551.352098829
540,45.527041096087785,-73.59347056655677,Maguire / Henri-Julien,7026,19,609834.8448920507,5042462.8055348825
541,45.53650541861215,-73.56803923845291,Fullum / Marie-Anne,7027,15,611801.9942762812,5043549.374136793
542,45.527672646696104,-73.59738260507582,de Gaspé / St-Viateur,7028,19,609528.1318142908,5042527.62397848
543,45.5380207402854,-73.58352363109587,Cartier / Masson,7029,19,610590.0656734657,5043696.270133063
544,45.533078445261296,-73.57266068458557,Cartier / Marie-Anne,7030,11,611447.9411399687,5043162.220096093
545,45.52275023118295,-73.57724860310555,Berri / Rachel,7031,15,611110.049975738,5042008.426115118
546,45.52574657625029,-73.59033644199371,Henri-Julien / Laurier,7032,27,610082.110931332,5042323.281077572
547,45.508566869474386,-73.57769787311554,Aylmer / Prince-Arthur,7033,19,611102.876745201,5040432.077877136
548,45.480495143306044,-73.57782661914825,Atwater / Greene,7034,25,611148.0390096352,5037313.230780011
549,45.53922374455291,-73.57383679656778,Fullum / Gilford,7035,15,611343.9786521775,5043843.313383504
550,45.5198946757576,-73.59682738780975,Labadie / du Parc,7036,15,609586.5906982577,5041664.272447348
551,45.507076248365834,-73.57228517532349,Durocher / Sherbrooke,7037,23,611528.6315133426,5040273.977840296
552,45.514107949601446,-73.57523024082184,Guilbault / Clark,7038,19,611284.7119456868,5041051.090946108
553,45.54355786336148,-73.56780052185059,du Mont-Royal / Augustin-Frigon,7039,19,611806.6507478292,5044333.214043476
554,45.52954744851231,-73.61071854829788,St-Urbain / Beaubien,7040,15,608483.1483063963,5042717.8001930285
555,45.470535000953966,-73.63165721297264,Grand Boulevard / de Terrebonne,7041,31,606959.8384523295,5036133.635371966
556,45.549713734001415,-73.56384828686714,Ernest-Gendreau / du Mont-Royal,7043,23,612102.9471956161,5045022.628884353
557,45.56493679334249,-73.5555911064148,Parc Maisonneuve (Viau / Sherbrooke),7044,23,612717.0363726909,5046725.4423371395
559,45.502386079583346,-73.57333794236183,de Maisonneuve / Mansfield (nord),7046,19,611455.6495922646,5039751.454332827
560,45.49419955357054,-73.55998456478119,Peel / Ottawa,7047,27,612515.1636348298,5038860.578576709
561,45.44705915105563,-73.60229507088661,Métro Angrignon (Lamont /  des Trinitaires),7048,27,609300.3507362246,5033565.069569061
562,45.501863463435576,-73.5439610481262,Parc de Dieppe,7049,35,613751.7163853779,5039734.582762507
563,45.48972725318433,-73.56406286358833,Ottawa / William,7050,15,612205.3901999696,5038358.01735255
564,45.450020323797766,-73.60030621290207,Jogues / Allard,7051,19,609450.1505691145,5033896.748985245
565,45.4828250990486,-73.56206325352105,Shearer / Centre,7052,15,612375.3666204314,5037594.008773816
