fid,id,StopCode,location,stop_id,stop_name,stop_code,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,CenDeg,CatCenDeg,Clossnes,CatClossnes
"227","1000000000000226","52130","(610832.7704644552, 5038558.864788207)","52130",Sainte-Catherine / du Fort,"52130",,"45.491754","-73.581578",,http://m.stm.info/fr/horaires/arrets/52130/bus,"0",,,"1",,,0.000347222222,"2",2.558942954003,"5"
"228","1000000000000227","52197","(611006.5013276025, 5038776.751555567)","52197",Sainte-Catherine / Saint-Mathieu,"52197",,"45.493687","-73.579306",,http://m.stm.info/fr/horaires/arrets/52197/bus,"0",,,"1",,,0.000347222222,"2",2.494550257208,"5"
"229","1000000000000228","52237","(611113.2215914255, 5038911.775315012)","52237",Sainte-Catherine / Guy,"52237",,"45.494885","-73.577910",,http://m.stm.info/fr/horaires/arrets/52237/bus,"0",,,"1",,,0.000231481481,"1",2.433318741408,"5"
"230","1000000000000229","52325","(611330.307739268, 5039235.458886589)","52325",Sainte-Catherine / de la Montagne,"52325",,"45.497763","-73.575059",,http://m.stm.info/fr/horaires/arrets/52325/bus,"0",,,"1",,,0.000231481481,"1",2.375021199523,"5"
"231","1000000000000230","52399","(611490.9564444099, 5039475.021379564)","52399",Sainte-Catherine / Peel,"52399",,"45.499893","-73.572949",,http://m.stm.info/fr/horaires/arrets/52399/bus,"0",,,"1",,,0.000231481481,"1",2.319451688766,"5"
"232","1000000000000231","52434","(611590.60019417, 5039624.375565411)","52434",Sainte-Catherine / Mansfield,"52434",,"45.501221","-73.571640",,http://m.stm.info/fr/horaires/arrets/52434/bus,"0",,,"1",,,0.000231481481,"1",2.266423099861,"5"
"233","1000000000000232","52498","(611727.221548322, 5039829.733559852)","52498",Sainte-Catherine / Robert-Bourassa,"52498",,"45.503047","-73.569845",,http://m.stm.info/fr/horaires/arrets/52498/bus,"0",,,"1",,,0.000231481481,"1",2.215765052258,"5"
"234","1000000000000233","52627","(612053.65785789, 5039916.348234023)","52627",Basilique St-Patrick (R.-Lévesque/St-Alexandre),"52627",,"45.503774","-73.565648",,http://m.stm.info/fr/horaires/arrets/52627/bus,"0",,,"1",,,0.000347222222,"2",2.69628116756,"5"
"235","1000000000000234","60683","(612211.7280771509, 5040205.783310394)","60683",René-Lévesque / Jeanne-Mance,"60683",,"45.506353","-73.563559",,http://m.stm.info/fr/horaires/arrets/60683/bus,"0",,,"1",,,0.000810185185,"5",2.715353458093,"5"
"236","1000000000000235","52782","(612368.1855450224, 5040466.633114521)","52782",René-Lévesque / Saint-Laurent,"52782",,"45.508675","-73.561497",,http://m.stm.info/fr/horaires/arrets/52782/bus,"0",,,"1",,,0.000462962963,"3",2.642885369518,"5"
"237","1000000000000236","52835","(612487.0834947813, 5040677.470865117)","52835",René-Lévesque / de l'Hôtel-de-Ville,"52835",,"45.510553","-73.559927",,http://m.stm.info/fr/horaires/arrets/52835/bus,"0",,,"1",,,0.000462962963,"3",2.574192670408,"5"
"238","1000000000000237","52861","(612553.7040263097, 5041210.324089291)","52861",Sainte-Catherine / Saint-Hubert,"52861",,"45.515337","-73.558952",,http://m.stm.info/fr/horaires/arrets/52861/bus,"0",,,"1",,,0.000231481481,"1",2.509039975847,"5"
"239","1000000000000238","52883","(612617.9435220504, 5041313.83052468)","52883",Sainte-Catherine / Saint-André,"52883",,"45.516258","-73.558106",,http://m.stm.info/fr/horaires/arrets/52883/bus,"0",,,"1",,,0.000231481481,"1",2.447103892242,"5"
"240","1000000000000239","52916","(612693.1902618248, 5041435.0944810705)","52916",Sainte-Catherine / Atateken,"52916",,"45.517337","-73.557115",,http://m.stm.info/fr/horaires/arrets/52916/bus,"0",,,"1",,,0.000231481481,"1",2.388151950351,"5"
"241","1000000000000240","52963","(612820.0634466617, 5041639.52641158)","52963",Station Beaudry (Ste-Catherine / de la Visitation),"52963",,"45.519156","-73.555444",,http://m.stm.info/fr/horaires/arrets/52963/bus,"0",,,"1",,,0.000231481481,"1",2.331973555167,"5"
"242","1000000000000241","53003","(612952.8535800297, 5041853.291894108)","53003",Sainte-Catherine / Alexandre-DeSève,"53003",,"45.521058","-73.553695",,http://m.stm.info/fr/horaires/arrets/53003/bus,"0",,,"1",,,0.000231481481,"1",2.278377472223,"5"
"243","1000000000000242","53024","(613051.0348609525, 5042010.314236607)","53024",Sainte-Catherine / Papineau,"53024",,"45.522455","-73.552402",,http://m.stm.info/fr/horaires/arrets/53024/bus,"0",,,"1",,,0.000347222222,"2",2.227189652748,"5"
"244","1000000000000243","53047","(613070.6275260882, 5042128.135214354)","53047",Station Papineau (Cartier / Sainte-Catherine),"53047",,"45.523512","-73.552124",,http://m.stm.info/fr/horaires/arrets/53047/bus,"0",,,"1",,,0.000231481481,"1",2.178346817372,"5"
"245","1000000000000244","54399","(612866.3630339715, 5041988.316747378)","54399",De Maisonneuve / De Champlain,"54399",,"45.522287","-73.554771",,http://m.stm.info/fr/horaires/arrets/54399/bus,"0",,,"1",,,0.000231481481,"1",2.131600281217,"4"
"246","1000000000000245","52933","(612753.2413484228, 5041810.358079398)","52933",De Maisonneuve / Panet,"52933",,"45.520704","-73.556260",,http://m.stm.info/fr/horaires/arrets/52933/bus,"0",,,"1",,,0.000231481481,"1",2.086817922107,"4"
"247","1000000000000246","52903","(612673.3304044161, 5041683.786073389)","52903",De Maisonneuve / Beaudry,"52903",,"45.519578","-73.557312",,http://m.stm.info/fr/horaires/arrets/52903/bus,"0",,,"1",,,0.000231481481,"1",2.043878492314,"4"
"248","1000000000000247","61656","(612580.7100668203, 5041533.871434321)","61656",De Maisonneuve / Atateken,"61656",,"45.518244","-73.558532",,http://m.stm.info/fr/horaires/arrets/61656/bus,"0",,,"1",,,0.000231481481,"1",2.002670522332,"4"
"249","1000000000000248","52849","(612507.1966917579, 5041411.750878729)","52849",De Maisonneuve / Saint-André,"52849",,"45.517157","-73.559501",,http://m.stm.info/fr/horaires/arrets/52849/bus,"0",,,"1",,,0.000231481481,"1",1.963091354628,"4"
"250","1000000000000249","52814","(612443.8236096143, 5041307.816593782)","52814",Station Berri-UQAM (De Maisonneuve / St-Hubert),"52814",,"45.516232","-73.560336",,http://m.stm.info/fr/horaires/arrets/52814/bus,"0",,,"1",,,0.000231481481,"1",1.925046289756,"4"
"251","1000000000000250","52792","(612390.6779817409, 5041221.625257731)","52792",Station Berri-UQAM (De Maisonneuve / Berri),"52792",,"45.515465","-73.561036",,http://m.stm.info/fr/horaires/arrets/52792/bus,"0",,,"1",,,0.000231481481,"1",1.88844782987,"4"
"252","1000000000000251","52761","(612323.8378753378, 5041114.740777782)","52761",Station Berri-UQAM (De Maisonneuve / Saint-Denis),"52761",,"45.514514","-73.561916",,http://m.stm.info/fr/horaires/arrets/52761/bus,"0",,,"1",,,0.000231481481,"1",1.853215006924,"4"
"253","1000000000000252","52698","(612191.26341121, 5040895.548546535)","52698",Parc Toussaint-Louverture,"52698",,"45.512563","-73.563663",,http://m.stm.info/fr/horaires/arrets/52698/bus,"0",,,"1",,,0.000231481481,"1",1.819272784692,"4"
"254","1000000000000253","52650","(612036.254831207, 5040636.951369466)","52650",Station Saint-Laurent (De Maisonneuve / Clark),"52650",,"45.510261","-73.565706",,http://m.stm.info/fr/horaires/arrets/52650/bus,"0",,,"1",,,0.000231481481,"1",1.786551525327,"3"
"255","1000000000000254","52589","(611926.0341040171, 5040600.199251647)","52589",De Maisonneuve / Saint-Urbain,"52589",,"45.509948","-73.567125",,http://m.stm.info/fr/horaires/arrets/52589/bus,"0",,,"1",,,0.000231481481,"1",1.75498651246,"3"
"256","1000000000000255","52553","(611837.4863272707, 5040417.141237673)","52553",Station Place-des-Arts / Jeanne-Mance,"52553",,"45.508315","-73.568300",,http://m.stm.info/fr/horaires/arrets/52553/bus,"0",,,"1",,,0.000231481481,"1",1.724517523986,"3"
"257","1000000000000256","52533","(611795.1335273805, 5040307.588081055)","52533",Station Place-des-Arts / De Bleury,"52533",,"45.507336","-73.568867",,http://m.stm.info/fr/horaires/arrets/52533/bus,"0",,,"1",,,0.000231481481,"1",1.695088448585,"3"
"258","1000000000000257","52474","(611688.6477022582, 5040139.660222995)","52474",De Maisonneuve / City Councillors,"52474",,"45.505842","-73.570268",,http://m.stm.info/fr/horaires/arrets/52474/bus,"0",,,"1",,,0.000462962963,"3",2.093892757718,"4"
"259","1000000000000258","52433","(611593.8184807941, 5039957.494618822)","52433",Station McGill (De Maisonneuve / Robert-Bourassa),"52433",,"45.504218","-73.571523",,http://m.stm.info/fr/horaires/arrets/52433/bus,"0",,,"1",,,0.000462962963,"3",2.072073618649,"4"
"260","1000000000000259","52384","(611456.5429175765, 5039744.90435941)","52384",De Maisonneuve / Mansfield,"52384",,"45.502327","-73.573328",,http://m.stm.info/fr/horaires/arrets/52384/bus,"0",,,"1",,,0.000462962963,"3",2.186034397407,"5"
"261","1000000000000260","52337","(611354.4525821493, 5039596.842472745)","52337",Station Peel (De Maisonneuve / Peel),"52337",,"45.501011","-73.574668",,http://m.stm.info/fr/horaires/arrets/52337/bus,"0",,,"1",,,0.000231481481,"1",2.138950068775,"5"
"262","1000000000000261","52269","(611186.0458315695, 5039358.368469955)","52269",De Maisonneuve / de la Montagne,"52269",,"45.498892","-73.576877",,http://m.stm.info/fr/horaires/arrets/52269/bus,"0",,,"1",,,0.000231481481,"1",2.093851244967,"4"
"263","1000000000000262","52229","(611095.2153722654, 5039204.8431528695)","52229",De Maisonneuve / Bishop,"52229",,"45.497525","-73.578074",,http://m.stm.info/fr/horaires/arrets/52229/bus,"0",,,"1",,,0.000231481481,"1",2.050614928831,"4"
"264","1000000000000263","52202","(610997.7541905724, 5039019.418527452)","52202",Station Guy-Concordia (De Maisonneuve / Guy),"52202",,"45.495872","-73.579363",,http://m.stm.info/fr/horaires/arrets/52202/bus,"0",,,"1",,,0.000231481481,"1",2.009128076842,"4"
"265","1000000000000264","52148","(610881.5120307937, 5038848.222003021)","52148",Station Guy-Concordia (De Maisonneuve/St-Mathieu),"52148",,"45.494350","-73.580889",,http://m.stm.info/fr/horaires/arrets/52148/bus,"0",,,"1",,,0.000231481481,"1",1.969286612189,"4"
"266","1000000000000265","53775","(610736.8399164508, 5038666.635561951)","53775",De Maisonneuve / du Fort,"53775",,"45.492739","-73.582781",,http://m.stm.info/fr/horaires/arrets/53775/bus,"0",,,"1",,,0.000347222222,"2",2.686798148819,"5"
"267","1000000000000266","54166","(610625.2727546522, 5038526.532356844)","54166",De Maisonneuve / Chomedey,"54166",,"45.491496","-73.584240",,http://m.stm.info/fr/horaires/arrets/54166/bus,"0",,,"1",,,0.000347222222,"2",2.61591539804,"5"
"268","1000000000000267","54034","(610639.4153083466, 5038402.648419677)","54034",Lambert-Closse / Sainte-Catherine,"54034",,"45.490379","-73.584087",,http://m.stm.info/fr/horaires/arrets/54034/bus,"0",,,"1",,,0.000231481481,"1",2.548684240956,"5"
"269","1000000000000268","55545","(602056.367945754, 5039671.305203706)","55545",Decelles / Abbott,"55545",,"45.503104","-73.693635",,http://m.stm.info/fr/horaires/arrets/55545/bus,"0",,,"1",,,0.000231481481,"1",1.882829741448,"4"
"270","1000000000000269","55568","(602095.9357278054, 5039602.384002781)","55568",Abbott / Paton,"55568",,"45.502478","-73.693143",,http://m.stm.info/fr/horaires/arrets/55568/bus,"0",,,"1",,,0.000231481481,"1",1.847763885821,"4"
"271","1000000000000270","55584","(602352.4399961018, 5039494.770106405)","55584",Brunet / Stevens,"55584",,"45.501472","-73.689883",,http://m.stm.info/fr/horaires/arrets/55584/bus,"0",,,"1",,,0.000231481481,"1",1.813980283756,"4"
"272","1000000000000271","55605","(602603.1759457289, 5039611.436224489)","55605",Beaudet / Alexis-Nihon,"55605",,"45.502485","-73.686650",,http://m.stm.info/fr/horaires/arrets/55605/bus,"0",,,"1",,,0.000231481481,"1",1.781409865814,"3"
"273","1000000000000272","55591","(602491.9257594516, 5039748.52586132)","55591",Alexis-Nihon / de l'Église,"55591",,"45.503735","-73.688045",,http://m.stm.info/fr/horaires/arrets/55591/bus,"0",,,"1",,,0.000231481481,"1",1.749988435683,"3"
"274","1000000000000273","55607","(602624.5876897367, 5039917.161812707)","55607",de l'Église / Gratton,"55607",,"45.505233","-73.686312",,http://m.stm.info/fr/horaires/arrets/55607/bus,"0",,,"1",,,0.000347222222,"2",1.785701957021,"3"
"275","1000000000000274","55620","(602709.2887511473, 5040022.340073393)","55620",de l'Église / Saint-Aubin,"55620",,"45.506167","-73.685206",,http://m.stm.info/fr/horaires/arrets/55620/bus,"0",,,"1",,,0.000231481481,"1",1.754108423488,"3"
"276","1000000000000275","55631","(602813.1140491035, 5040142.835075185)","55631",de l'Église / Marcel-Laurin,"55631",,"45.507236","-73.683852",,http://m.stm.info/fr/horaires/arrets/55631/bus,"0",,,"1",,,0.000231481481,"1",1.723613391949,"3"
"277","1000000000000276","55632","(602865.1005650442, 5040203.251178268)","55632",de l'Église / Lindsay,"55632",,"45.507772","-73.683174",,http://m.stm.info/fr/horaires/arrets/55632/bus,"0",,,"1",,,0.000231481481,"1",1.694160549303,"3"
"278","1000000000000277","55654","(602987.4714118099, 5040345.500895007)","55654",de l'Église / Buchanan,"55654",,"45.509034","-73.681578",,http://m.stm.info/fr/horaires/arrets/55654/bus,"0",,,"1",,,0.000231481481,"1",1.665697366856,"3"
"279","1000000000000278","55666","(603087.2298964923, 5040460.822235399)","55666",de l'Église / Cardinal,"55666",,"45.510057","-73.680277",,http://m.stm.info/fr/horaires/arrets/55666/bus,"0",,,"1",,,0.000231481481,"1",1.638174787676,"3"
"280","1000000000000279","55678","(603220.707368595, 5040606.482113189)","55678",de l'Église / Décarie,"55678",,"45.511348","-73.678538",,http://m.stm.info/fr/horaires/arrets/55678/bus,"0",,,"1",,,0.000231481481,"1",1.61154694443,"3"
"281","1000000000000280","55699","(603425.7157175455, 5040829.779615276)","55699",de l'Église / Sainte-Croix,"55699",,"45.513327","-73.675867",,http://m.stm.info/fr/horaires/arrets/55699/bus,"0",,,"1",,,0.000347222222,"2",1.585770904302,"3"
"282","1000000000000281","55725","(603690.9482138613, 5040637.019312744)","55725",Sainte-Croix / du Collège,"55725",,"45.511553","-73.672513",,http://m.stm.info/fr/horaires/arrets/55725/bus,"0",,,"1",,,0.000462962963,"3",2.159914377842,"5"
"283","1000000000000282","55741","(604082.7372740437, 5040390.026851158)","55741",Sainte-Croix / Hodge,"55741",,"45.509272","-73.667551",,http://m.stm.info/fr/horaires/arrets/55741/bus,"0",,,"1",,,0.000231481481,"1",2.113873210306,"4"
"284","1000000000000283","55747","(604217.0179842467, 5040330.914023547)","55747",Sainte-Croix / Dion,"55747",,"45.508720","-73.665845",,http://m.stm.info/fr/horaires/arrets/55747/bus,"0",,,"1",,,0.000347222222,"2",2.151844466008,"5"
"285","1000000000000284","55755","(604333.9644367762, 5040280.62811647)","55755",Sainte-Croix / Saint-Philippe,"55755",,"45.508250","-73.664359",,http://m.stm.info/fr/horaires/arrets/55755/bus,"0",,,"1",,,0.000462962963,"3",2.106143055732,"4"
"286","1000000000000285","55760","(604535.6206644771, 5040192.416199827)","55760",Lucerne / Côte-de-Liesse,"55760",,"45.507426","-73.661797",,http://m.stm.info/fr/horaires/arrets/55760/bus,"0",,,"1",,,0.000231481481,"1",2.062392851534,"4"
"287","1000000000000286","56030","(604633.8336672892, 5040202.165897165)","56030",Glengarry / Lucerne,"56030",,"45.507499","-73.660538",,http://m.stm.info/fr/horaires/arrets/56030/bus,"0",,,"1",,,0.000231481481,"1",2.020423275615,"4"
"288","1000000000000287","56032","(604680.8214576531, 5040359.750988798)","56032",Glengarry / Graham,"56032",,"45.508910","-73.659903",,http://m.stm.info/fr/horaires/arrets/56032/bus,"0",,,"2",,,0.000231481481,"1",1.980127788988,"4"
"289","1000000000000288","56036","(604866.1443897728, 5040482.197666089)","56036",Graham / Saint-Clare,"56036",,"45.509984","-73.657505",,http://m.stm.info/fr/horaires/arrets/56036/bus,"0",,,"1",,,0.000231481481,"1",1.941408185759,"4"
"290","1000000000000289","56040","(605153.9019593425, 5040646.039223449)","56040",Graham / Mitchell,"56040",,"45.511415","-73.653787",,http://m.stm.info/fr/horaires/arrets/56040/bus,"0",,,"1",,,0.000231481481,"1",1.904173794022,"4"
"291","1000000000000290","56047","(605407.4380992195, 5040790.427493018)","56047",Graham / Kenaston,"56047",,"45.512676","-73.650511",,http://m.stm.info/fr/horaires/arrets/56047/bus,"0",,,"1",,,0.000231481481,"1",1.868340766981,"4"
"292","1000000000000291","56055","(605655.7094783324, 5040931.292748706)","56055",Graham / Kindersley,"56055",,"45.513906","-73.647303",,http://m.stm.info/fr/horaires/arrets/56055/bus,"0",,,"1",,,0.000231481481,"1",1.833831452635,"4"
"293","1000000000000292","56134","(605794.5538219135, 5041009.534046348)","56134",Graham / Lombard,"56134",,"45.514589","-73.645509",,http://m.stm.info/fr/horaires/arrets/56134/bus,"0",,,"1",,,0.000231481481,"1",1.800573832037,"4"
"294","1000000000000293","56072","(606025.5988082914, 5041151.679780282)","56072",Laird / Dunkirk,"56072",,"45.515833","-73.642521",,http://m.stm.info/fr/horaires/arrets/56072/bus,"0",,,"1",,,0.000578703704,"4",2.189416220745,"5"
"295","1000000000000294","56133","(606120.5643563349, 5041246.189626389)","56133",Graham / Regent,"56133",,"45.516669","-73.641285",,http://m.stm.info/fr/horaires/arrets/56133/bus,"0",,,"1",,,0.000462962963,"3",2.14726166363,"5"
"296","1000000000000295","56085","(606446.5593327532, 5041390.292378345)","56085",Graham / Dunrae,"56085",,"45.517916","-73.637081",,http://m.stm.info/fr/horaires/arrets/56085/bus,"0",,,"1",,,0.000231481481,"1",2.101695140112,"4"
"297","1000000000000296","56088","(606785.0324703786, 5041539.403636138)","56088",Graham / Lockhart,"56088",,"45.519206","-73.632716",,http://m.stm.info/fr/horaires/arrets/56088/bus,"0",,,"1",,,0.000231481481,"1",2.058022342767,"4"
"298","1000000000000297","56094","(606992.4281102057, 5041435.254663099)","56094",Clyde / Brookfield,"56094",,"45.518237","-73.630084",,http://m.stm.info/fr/horaires/arrets/56094/bus,"0",,,"1",,,0.000231481481,"1",2.016127621057,"4"
"299","1000000000000298","56122","(607138.7643845914, 5041649.565753087)","56122",Dresden / Rockland,"56122",,"45.520143","-73.628164",,http://m.stm.info/fr/horaires/arrets/56122/bus,"0",,,"1",,,0.000462962963,"3",1.981428020878,"4"
"300","1000000000000299","56095","(607197.6783248855, 5041786.039451185)","56095",Graham / Rockland,"56095",,"45.521362","-73.627380",,http://m.stm.info/fr/horaires/arrets/56095/bus,"0",,,"1",,,0.000347222222,"2",2.159715618812,"5"
"301","1000000000000300","56100","(607241.0171091732, 5041896.6876126155)","56100",Graham / Markham,"56100",,"45.522351","-73.626801",,http://m.stm.info/fr/horaires/arrets/56100/bus,"0",,,"1",,,0.000347222222,"2",2.113614095653,"4"
"302","1000000000000301","51065","(607276.9908122246, 5042127.230033183)","51065",de l'Acadie / Jean-Talon,"51065",,"45.524420","-73.626290",,http://m.stm.info/fr/horaires/arrets/51065/bus,"0",,,"1",,,0.000231481481,"1",2.069439613858,"4"
"303","1000000000000302","51057","(607297.5759464644, 5042499.08857909)","51057",Ogilvy / Bloomfield,"51057",,"45.527763","-73.625945",,http://m.stm.info/fr/horaires/arrets/51057/bus,"0",,,"1",,,0.000231481481,"1",2.027073821628,"4"
"304","1000000000000303","51095","(607422.1319453362, 5042810.82924338)","51095",Station Parc (Ogilvy / Hutchison),"51095",,"45.530549","-73.624282",,http://m.stm.info/fr/horaires/arrets/51095/bus,"0",,,"1",,,0.000231481481,"1",1.98640786438,"4"
"305","1000000000000304","51126","(607475.4507749779, 5042584.705099122)","51126",Querbes / Jean-Talon,"51126",,"45.528506","-73.623649",,http://m.stm.info/fr/horaires/arrets/51126/bus,"0",,,"1",,,0.000231481481,"1",1.947341450841,"4"
"306","1000000000000305","51113","(607444.9755358442, 5042471.497115724)","51113",Jean-Talon / Bloomfield,"51113",,"45.527492","-73.624064",,http://m.stm.info/fr/horaires/arrets/51113/bus,"0",,,"1",,,0.000347222222,"2",2.110762748209,"4"
"307","1000000000000306","51084","(607372.1237528739, 5042287.55170609)","51084",Jean-Talon / Wiseman,"51084",,"45.525848","-73.625037",,http://m.stm.info/fr/horaires/arrets/51084/bus,"0",,,"1",,,0.000462962963,"3",2.074775473854,"4"
"308","1000000000000307","51063","(607306.6030058108, 5042122.291453399)","51063",Jean-Talon / de l'Acadie,"51063",,"45.524371","-73.625912",,http://m.stm.info/fr/horaires/arrets/51063/bus,"0",,,"1",,,0.000347222222,"2",2.032246943275,"4"
"309","1000000000000308","56123","(607230.6526598344, 5041927.18208548)","56123",Graham / Markham,"56123",,"45.522627","-73.626927",,http://m.stm.info/fr/horaires/arrets/56123/bus,"0",,,"1",,,0.000347222222,"2",1.991426883383,"4"
"310","1000000000000309","56096","(607047.1131591414, 5041677.8942094585)","56096",Graham / Rockland,"56096",,"45.520412","-73.629331",,http://m.stm.info/fr/horaires/arrets/56096/bus,"0",,,"1",,,0.000347222222,"2",2.093088741077,"4"
"311","1000000000000310","56092","(606906.3039918214, 5041615.815473353)","56092",Graham / Trenton,"56092",,"45.519875","-73.631147",,http://m.stm.info/fr/horaires/arrets/56092/bus,"0",,,"1",,,0.000231481481,"1",2.049769203647,"4"
"312","1000000000000311","56087","(606703.7728132516, 5041526.351788186)","56087",Graham / Simcoe,"56087",,"45.519101","-73.633759",,http://m.stm.info/fr/horaires/arrets/56087/bus,"0",,,"1",,,0.000231481481,"1",2.008206429981,"4"
"313","1000000000000312","56084","(606465.1736479539, 5041421.279969807)","56084",Graham / Dunrae,"56084",,"45.518192","-73.636836",,http://m.stm.info/fr/horaires/arrets/56084/bus,"0",,,"1",,,0.000231481481,"1",1.968295679211,"4"
"314","1000000000000313","56132","(606138.7864366157, 5041277.391794641)","56132",Graham / Regent,"56132",,"45.516947","-73.641045",,http://m.stm.info/fr/horaires/arrets/56132/bus,"0",,,"1",,,0.000231481481,"1",1.929940374625,"4"
"315","1000000000000314","56065","(605903.5791755142, 5041173.9552075155)","56065",Graham / Dunkirk,"56065",,"45.516052","-73.644078",,http://m.stm.info/fr/horaires/arrets/56065/bus,"0",,,"1",,,0.000694444444,"4",2.127215674821,"4"
"316","1000000000000315","56061","(605836.3892722139, 5041062.91481494)","56061",Graham / Lombard,"56061",,"45.515063","-73.644962",,http://m.stm.info/fr/horaires/arrets/56061/bus,"0",,,"1",,,0.000231481481,"1",2.082584629238,"4"
"317","1000000000000316","56054","(605663.9282917787, 5040958.213152856)","56054",Graham / Kindersley,"56054",,"45.514147","-73.647192",,http://m.stm.info/fr/horaires/arrets/56054/bus,"0",,,"1",,,0.000231481481,"1",2.039787903003,"4"
"318","1000000000000317","56046","(605418.4458153711, 5040818.839066382)","56046",Graham / Kenaston,"56046",,"45.512930","-73.650364",,http://m.stm.info/fr/horaires/arrets/56046/bus,"0",,,"1",,,0.000231481481,"1",1.99871468843,"4"
"319","1000000000000318","56039","(605182.9505734654, 5040684.309824976)","56039",Graham / Hanover,"56039",,"45.511755","-73.653407",,http://m.stm.info/fr/horaires/arrets/56039/bus,"0",,,"1",,,0.000231481481,"1",1.959262926573,"4"
"320","1000000000000319","56035","(604879.8704891843, 5040511.7649078155)","56035",Graham / Saint-Clare,"56035",,"45.510248","-73.657323",,http://m.stm.info/fr/horaires/arrets/56035/bus,"0",,,"1",,,0.000231481481,"1",1.921338460501,"4"
"321","1000000000000320","56031","(604703.4770798245, 5040411.470114905)","56031",Graham / Glengarry,"56031",,"45.509372","-73.659602",,http://m.stm.info/fr/horaires/arrets/56031/bus,"0",,,"1",,,0.000231481481,"1",1.884854285041,"4"
"322","1000000000000321","56028","(604608.9344020069, 5040191.193511581)","56028",Glengarry / Lucerne,"56028",,"45.507404","-73.660859",,http://m.stm.info/fr/horaires/arrets/56028/bus,"0",,,"1",,,0.000231481481,"1",1.849729880415,"4"
"323","1000000000000322","56024","(604521.0573719277, 5040212.954394914)","56024",Lucerne / Côte-de-Liesse,"56024",,"45.507613","-73.661979",,http://m.stm.info/fr/horaires/arrets/56024/bus,"0",,,"1",,,0.000347222222,"2",1.827516718037,"4"
"324","1000000000000323","55756","(604395.7317123193, 5040268.87608034)","55756",Sainte-Croix / Côte-de-Liesse,"55756",,"45.508135","-73.663571",,http://m.stm.info/fr/horaires/arrets/55756/bus,"0",,,"1",,,0.000347222222,"2",2.439297135362,"5"
"325","1000000000000324","55746","(604250.2836385894, 5040332.133546167)","55746",Sainte-Croix / Dion,"55746",,"45.508726","-73.665419",,http://m.stm.info/fr/horaires/arrets/55746/bus,"0",,,"1",,,0.000231481481,"1",2.380702812263,"5"
"326","1000000000000325","55739","(604121.2620473042, 5040389.777181383)","55739",Sainte-Croix / Hodge,"55739",,"45.509264","-73.667058",,http://m.stm.info/fr/horaires/arrets/55739/bus,"0",,,"1",,,0.000347222222,"2",2.324857443438,"5"
"327","1000000000000326","55724","(603723.8638966498, 5040626.22857135)","55724",Sainte-Croix / du Collège,"55724",,"45.511451","-73.672094",,http://m.stm.info/fr/horaires/arrets/55724/bus,"0",,,"1",,,0.000347222222,"2",2.271572011858,"5"
"328","1000000000000327","55700","(603413.5228789456, 5040834.801536074)","55700",de l'Église / Sainte-Croix,"55700",,"45.513374","-73.676022",,http://m.stm.info/fr/horaires/arrets/55700/bus,"0",,,"1",,,0.000347222222,"2",2.323936624244,"5"
"329","1000000000000328","55690","(603331.6532597044, 5040744.106055435)","55690",de l'Église / Saint-Germain,"55690",,"45.512570","-73.677089",,http://m.stm.info/fr/horaires/arrets/55690/bus,"0",,,"1",,,0.000231481481,"1",2.270735629404,"5"
"330","1000000000000329","55676","(603237.8533672178, 5040642.324916455)","55676",de l'Église / Décarie,"55676",,"45.511668","-73.678311",,http://m.stm.info/fr/horaires/arrets/55676/bus,"0",,,"1",,,0.000231481481,"1",2.219915940407,"5"
"331","1000000000000330","55665","(603095.6001220173, 5040488.741506084)","55665",de l'Église / Cardinal,"55665",,"45.510307","-73.680164",,http://m.stm.info/fr/horaires/arrets/55665/bus,"0",,,"1",,,0.000231481481,"1",2.171321174305,"5"
"332","1000000000000331","55653","(602996.0638274439, 5040374.2015435295)","55653",de l'Église / Buchanan,"55653",,"45.509291","-73.681462",,http://m.stm.info/fr/horaires/arrets/55653/bus,"0",,,"1",,,0.000231481481,"1",2.12480834794,"4"
"333","1000000000000332","55630","(602826.6904297717, 5040177.395716874)","55630",de l'Église / Marcel-Laurin,"55630",,"45.507545","-73.683671",,http://m.stm.info/fr/horaires/arrets/55630/bus,"0",,,"1",,,0.000231481481,"1",2.080246472834,"4"
"334","1000000000000333","55619","(602717.6576832345, 5040050.480978814)","55619",de l'Église / Saint-Aubin,"55619",,"45.506419","-73.685093",,http://m.stm.info/fr/horaires/arrets/55619/bus,"0",,,"1",,,0.000231481481,"1",2.037515323245,"4"
"335","1000000000000334","55606","(602629.4236372345, 5039946.356051822)","55606",de l'Église / Gratton,"55606",,"45.505495","-73.686244",,http://m.stm.info/fr/horaires/arrets/55606/bus,"0",,,"1",,,0.000231481481,"1",1.996504353018,"4"
"336","1000000000000335","55592","(602476.4492289154, 5039777.499284524)","55592",de l'Église / Alexis-Nihon,"55592",,"45.503998","-73.688237",,http://m.stm.info/fr/horaires/arrets/55592/bus,"0",,,"1",,,0.000347222222,"2",1.957111740647,"4"
"337","1000000000000336","55572","(602220.4903526203, 5039861.780245606)","55572",Decelles / Alexis-Nihon,"55572",,"45.504794","-73.691495",,http://m.stm.info/fr/horaires/arrets/55572/bus,"0",,,"1",,,0.000231481481,"1",1.919252264551,"4"
