fid,id,StopCode,location,stop_id,stop_name,stop_code,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,CenDeg,CatCenDeg,Clossnes,CatClossnes
"18","1000000000000017","51738","(609727.7335302954, 5044513.735938148)","51738",De Lorimier / Beaubien,"51738",,"45.545513","-73.594382",,http://m.stm.info/fr/horaires/arrets/51738/bus,"0",,,"1",,,0.000231481481,"1",1.743549529843,"3"
"19","1000000000000018","51651","(609457.7462891452, 5044685.8228427395)","51651",De Lorimier / Saint-Zotique,"51651",,"45.547104","-73.597801",,http://m.stm.info/fr/horaires/arrets/51651/bus,"0",,,"1",,,0.000231481481,"1",1.713532043885,"3"
"20","1000000000000019","51579","(609186.5618724398, 5044855.78855654)","51579",De Lorimier / Bélanger,"51579",,"45.548676","-73.601236",,http://m.stm.info/fr/horaires/arrets/51579/bus,"0",,,"1",,,0.000231481481,"1",1.68453064523,"3"
"21","1000000000000020","51497","(608906.6518857804, 5045025.5027007405)","51497",De Lorimier / Jean-Talon,"51497",,"45.550247","-73.604783",,http://m.stm.info/fr/horaires/arrets/51497/bus,"0",,,"1",,,0.000231481481,"1",1.65649460093,"3"
"22","1000000000000021","54320","(608631.326807821, 5045192.86351398)","54320",De Lorimier / Everett,"54320",,"45.551796","-73.608272",,http://m.stm.info/fr/horaires/arrets/54320/bus,"0",,,"1",,,0.000231481481,"1",1.629376500188,"3"
"23","1000000000000022","51351","(608355.78437783, 5045360.121077456)","51351",De Lorimier / Villeray,"51351",,"45.553344","-73.611764",,http://m.stm.info/fr/horaires/arrets/51351/bus,"0",,,"1",,,0.000231481481,"1",1.603131986807,"3"
"24","1000000000000023","51308","(608182.7516643057, 5045465.037792338)","51308",De Lorimier / Tillemont,"51308",,"45.554315","-73.613957",,http://m.stm.info/fr/horaires/arrets/51308/bus,"0",,,"1",,,0.000231481481,"1",1.577719517084,"3"
"25","1000000000000024","51260","(607969.2408567506, 5045595.043429053)","51260",De Lorimier / Jarry,"51260",,"45.555518","-73.616663",,http://m.stm.info/fr/horaires/arrets/51260/bus,"0",,,"1",,,0.000231481481,"1",1.553100140377,"3"
"26","1000000000000025","51233","(607907.300029405, 5045632.982690755)","51233",De Lorimier / Crémazie,"51233",,"45.555869","-73.617448",,http://m.stm.info/fr/horaires/arrets/51233/bus,"0",,,"1",,,0.000231481481,"1",1.529237299895,"3"
"27","1000000000000026","51200","(607759.3900158134, 5045621.767675386)","51200",Crémazie / Chabot,"51200",,"45.555791","-73.619345",,http://m.stm.info/fr/horaires/arrets/51200/bus,"0",,,"1",,,0.000462962963,"3",1.729201075429,"3"
"28","1000000000000027","51104","(607441.9880929199, 5045364.604105683)","51104",Fabre / Crémazie,"51104",,"45.553526","-73.623467",,http://m.stm.info/fr/horaires/arrets/51104/bus,"0",,,"1",,,0.000231481481,"1",1.699568858582,"3"
"29","1000000000000028","51178","(607630.7877927913, 5045431.968022586)","51178",Crémazie / Papineau,"51178",,"45.554103","-73.621034",,http://m.stm.info/fr/horaires/arrets/51178/bus,"0",,,"1",,,0.000578703704,"4",2.386654350735,"5"
"30","1000000000000029","51223","(607810.3399362976, 5045587.305069299)","51223",Crémazie / de Bordeaux,"51223",,"45.555473","-73.618700",,http://m.stm.info/fr/horaires/arrets/51223/bus,"0",,,"1",,,0.000347222222,"2",2.330577706918,"5"
"31","1000000000000030","51262","(607923.4080785951, 5045599.809954538)","51262",De Lorimier / Jarry,"51262",,"45.555568","-73.617249",,http://m.stm.info/fr/horaires/arrets/51262/bus,"0",,,"1",,,0.000231481481,"1",2.277253697015,"5"
"32","1000000000000031","51309","(608143.5060337215, 5045472.583669653)","51309",De Lorimier / Tillemont,"51309",,"45.554389","-73.614458",,http://m.stm.info/fr/horaires/arrets/51309/bus,"0",,,"1",,,0.000231481481,"1",2.226315230118,"5"
"33","1000000000000032","51353","(608326.3239661625, 5045361.6118135275)","51353",De Lorimier / Villeray,"51353",,"45.553362","-73.612141",,http://m.stm.info/fr/horaires/arrets/51353/bus,"0",,,"1",,,0.000231481481,"1",2.17760572649,"5"
"34","1000000000000033","54321","(608602.9679000638, 5045193.816428031)","54321",De Lorimier / Everett,"54321",,"45.551809","-73.608635",,http://m.stm.info/fr/horaires/arrets/54321/bus,"0",,,"1",,,0.000231481481,"1",2.130982016224,"4"
"35","1000000000000034","51499","(608873.7146330841, 5045029.264222795)","51499",De Lorimier / Jean-Talon,"51499",,"45.550286","-73.605204",,http://m.stm.info/fr/horaires/arrets/51499/bus,"0",,,"1",,,0.000231481481,"1",2.086312933771,"4"
"36","1000000000000035","51581","(609156.2323730177, 5044857.704854264)","51581",De Lorimier / Bélanger,"51581",,"45.548698","-73.601624",,http://m.stm.info/fr/horaires/arrets/51581/bus,"0",,,"1",,,0.000231481481,"1",2.04347808561,"4"
"37","1000000000000036","51652","(609427.1641927619, 5044688.733628401)","51652",De Lorimier / Saint-Zotique,"51652",,"45.547135","-73.598192",,http://m.stm.info/fr/horaires/arrets/51652/bus,"0",,,"1",,,0.000231481481,"1",2.002366766678,"4"
"38","1000000000000037","51740","(609699.4434466832, 5044515.018601271)","51740",De Lorimier / Beaubien,"51740",,"45.545529","-73.594744",,http://m.stm.info/fr/horaires/arrets/51740/bus,"0",,,"1",,,0.000231481481,"1",1.962877005008,"4"
"39","1000000000000038","51825","(609964.237861995, 5044345.962212921)","51825",De Lorimier / de Bellechasse,"51825",,"45.543966","-73.591391",,http://m.stm.info/fr/horaires/arrets/51825/bus,"0",,,"1",,,0.000231481481,"1",1.924914717238,"4"
"40","1000000000000039","51860","(610115.0047820103, 5044249.591959834)","51860",De Lorimier / Rosemont,"51860",,"45.543075","-73.589482",,http://m.stm.info/fr/horaires/arrets/51860/bus,"0",,,"1",,,0.000231481481,"1",1.888392960247,"4"
"41","1000000000000040","51954","(610337.048896268, 5044101.470143781)","51954",De Lorimier / Holt,"51954",,"45.541707","-73.586672",,http://m.stm.info/fr/horaires/arrets/51954/bus,"0",,,"1",,,0.000231481481,"1",1.853231266405,"4"
"42","1000000000000041","52089","(610708.4167967183, 5043865.1976053445)","52089",De Lorimier / Masson,"52089",,"45.539522","-73.581970",,http://m.stm.info/fr/horaires/arrets/52089/bus,"0",,,"1",,,0.000231481481,"1",1.819355051726,"4"
"43","1000000000000042","52182","(610972.5946007937, 5043698.838375819)","52182",De Lorimier / Laurier,"52182",,"45.537983","-73.578625",,http://m.stm.info/fr/horaires/arrets/52182/bus,"0",,,"1",,,0.000231481481,"1",1.786695087773,"3"
"44","1000000000000043","52222","(611050.7992592169, 5043648.7696353495)","52222",De Lorimier / Saint-Joseph,"52222",,"45.537520","-73.577635",,http://m.stm.info/fr/horaires/arrets/52222/bus,"0",,,"1",,,0.000231481481,"1",1.755187029432,"3"
"45","1000000000000044","52268","(611175.9297309342, 5043568.63942477)","52268",De Lorimier / Gilford,"52268",,"45.536779","-73.576051",,http://m.stm.info/fr/horaires/arrets/52268/bus,"0",,,"1",,,0.000231481481,"1",1.724770991795,"3"
"46","1000000000000045","52382","(611444.4555748266, 5043396.375281644)","52382",De Lorimier / du Mont-Royal,"52382",,"45.535186","-73.572652",,http://m.stm.info/fr/horaires/arrets/52382/bus,"0",,,"1",,,0.000231481481,"1",1.695391170284,"3"
"47","1000000000000046","52457","(611626.9600997812, 5043279.155848437)","52457",De Lorimier / Marie-Anne,"52457",,"45.534102","-73.570342",,http://m.stm.info/fr/horaires/arrets/52457/bus,"0",,,"1",,,0.000231481481,"1",1.666995498944,"3"
"48","1000000000000047","52563","(611806.9471685324, 5043163.341322931)","52563",De Lorimier / Rachel,"52563",,"45.533031","-73.568064",,http://m.stm.info/fr/horaires/arrets/52563/bus,"0",,,"1",,,0.000231481481,"1",1.63953534252,"3"
"49","1000000000000048","52614","(611955.7892847612, 5043269.796191615)","52614",Rachel / Parthenais,"52614",,"45.533965","-73.566134",,http://m.stm.info/fr/horaires/arrets/52614/bus,"0",,,"1",,,0.000462962963,"3",1.811297024786,"4"
"50","1000000000000049","52685","(612138.3454544644, 5043167.928436296)","52685",Parthenais / Gauthier,"52685",,"45.533019","-73.563820",,http://m.stm.info/fr/horaires/arrets/52685/bus,"0",,,"1",,,0.000231481481,"1",1.778866971669,"3"
"51","1000000000000050","52736","(612225.022479102, 5043112.357649631)","52736",Parthenais / Sherbrooke,"52736",,"45.532505","-73.562723",,http://m.stm.info/fr/horaires/arrets/52736/bus,"0",,,"1",,,0.000231481481,"1",1.747577768907,"3"
"52","1000000000000051","52830","(612465.2226867159, 5042958.743400934)","52830",Parthenais / de Rouen,"52830",,"45.531084","-73.559683",,http://m.stm.info/fr/horaires/arrets/52830/bus,"0",,,"1",,,0.000231481481,"1",1.717370256469,"3"
"53","1000000000000052","52879","(612584.1669581704, 5042881.307593631)","52879",Parthenais / Larivière,"52879",,"45.530368","-73.558178",,http://m.stm.info/fr/horaires/arrets/52879/bus,"0",,,"1",,,0.000231481481,"1",1.688189295231,"3"
"54","1000000000000053","52936","(612735.3426737062, 5042783.893956612)","52936",Parthenais / Ontario,"52936",,"45.529467","-73.556265",,http://m.stm.info/fr/horaires/arrets/52936/bus,"0",,,"1",,,0.000231481481,"1",1.659983431077,"3"
"55","1000000000000054","53033","(613063.9401675848, 5042572.547124159)","53033",Parthenais / Logan,"53033",,"45.527512","-73.552107",,http://m.stm.info/fr/horaires/arrets/53033/bus,"0",,,"1",,,0.000231481481,"1",1.63270459211,"3"
"56","1000000000000055","53063","(613174.6616771948, 5042501.419470033)","53063",Parthenais / De Maisonneuve,"53063",,"45.526854","-73.550706",,http://m.stm.info/fr/horaires/arrets/53063/bus,"0",,,"1",,,0.000231481481,"1",1.60630781525,"3"
