Id,Lat,Lon,Magnitud,Number of Stops,Number of Stations,List of Stations,List of Stops,Type,Category,Name,URL
54610,45.60846200031833,-73.55774999999485,1,1,0,[],['54610'],Cluster,Small,de Châteauneuf - Rabelais,"http://maps.google.com/maps?q=&layer=c&cbll=45.60846200031833,-73.55774999999485"
54742,45.60865500037664,-73.54372999999325,1,1,0,[],['54742'],Cluster,Small,Yves-Prévost - Azilda,"http://maps.google.com/maps?q=&layer=c&cbll=45.60865500037664,-73.54372999999325"
54652,45.60476100035759,-73.54827799999379,1,1,0,[],['54652'],Cluster,Small,Joseph-Renaud - des Vendéens,"http://maps.google.com/maps?q=&layer=c&cbll=45.60476100035759,-73.54827799999379"
53980,45.58738600045289,-73.52658399999115,1,1,0,[],['53980'],Cluster,Small,Hôpital Louis-H.-La Fontaine,"http://maps.google.com/maps?q=&layer=c&cbll=45.58738600045289,-73.52658399999115"
54326,45.58639500045211,-73.52676299999116,1,1,0,[],['54326'],Cluster,Small,Hochelaga - Centre Fernand-Séguin,"http://maps.google.com/maps?q=&layer=c&cbll=45.58639500045211,-73.52676299999116"
54002,45.57738800042276,-73.533423999992,1,1,0,[],['54002'],Cluster,Small,Hochelaga - Garnison Montréal,"http://maps.google.com/maps?q=&layer=c&cbll=45.57738800042276,-73.533423999992"
54492,45.645034000369954,-73.54493699999341,1,1,0,[],['54492'],Cluster,Small,Place Marien - No 8802,"http://maps.google.com/maps?q=&layer=c&cbll=45.645034000369954,-73.54493699999341"
54503,45.64269500038714,-73.54093599999293,1,1,0,[],['54503'],Cluster,Small,Place Marien - Brault et Martineau Sud,"http://maps.google.com/maps?q=&layer=c&cbll=45.64269500038714,-73.54093599999293"
60544,45.634038000505214,-73.5147709999896,1,1,0,[],['60544'],Cluster,Small,Laurendeau - Forsyth,"http://maps.google.com/maps?q=&layer=c&cbll=45.634038000505214,-73.5147709999896"
53687,45.651434000492266,-73.51736299998996,1,1,0,[],['53687'],Cluster,Small,Industriel - Jean-Sicard,"http://maps.google.com/maps?q=&layer=c&cbll=45.651434000492266,-73.51736299998996"
53456,45.65415200052466,-73.51046199998902,1,1,0,[],['53456'],Cluster,Small,Sherbrooke - du Tricentenaire,"http://maps.google.com/maps?q=&layer=c&cbll=45.65415200052466,-73.51046199998902"
53547,45.65071800058499,-73.49809899998728,1,1,0,[],['53547'],Cluster,Small,École Daniel-Johnson,"http://maps.google.com/maps?q=&layer=c&cbll=45.65071800058499,-73.49809899998728"
61582,45.6735520005573,-73.50350299998804,1,1,0,[],['61582'],Cluster,Small,Gare Pointe-aux-Trembles,"http://maps.google.com/maps?q=&layer=c&cbll=45.6735520005573,-73.50350299998804"
53660,45.69588800064218,-73.48636699998555,1,1,0,[],['53660'],Cluster,Small,Sainte-Maria-Goretti - Terrasse Maria-Goretti,"http://maps.google.com/maps?q=&layer=c&cbll=45.69588800064218,-73.48636699998555"
61581,45.67577600055983,-73.50296099998798,1,1,0,[],['61581'],Cluster,Small,Gare Pointe-aux-Trembles,"http://maps.google.com/maps?q=&layer=c&cbll=45.67577600055983,-73.50296099998798"
53710,45.65112300057991,-73.49912099998744,1,1,0,[],['53710'],Cluster,Small,du Tricentenaire - Joseph-d'Argent,"http://maps.google.com/maps?q=&layer=c&cbll=45.65112300057991,-73.49912099998744"
54251,45.65254600049276,-73.51724599998994,1,1,0,[],['54251'],Cluster,Small,Industriel - Jean-Sicard,"http://maps.google.com/maps?q=&layer=c&cbll=45.65254600049276,-73.51724599998994"
60643,45.63456000049853,-73.5161909999898,1,1,0,[],['60643'],Cluster,Small,Sherbrooke - Laurendeau,"http://maps.google.com/maps?q=&layer=c&cbll=45.63456000049853,-73.5161909999898"
54491,45.64576200037351,-73.54408699999331,1,1,0,[],['54491'],Cluster,Small,Place Marien - No 8801,"http://maps.google.com/maps?q=&layer=c&cbll=45.64576200037351,-73.54408699999331"
57356,45.44302899992049,-73.68032600000488,1,1,0,[],['57356'],Cluster,Small,École Dalbé-Viau,"http://maps.google.com/maps?q=&layer=c&cbll=45.44302899992049,-73.68032600000488"
57310,45.437906999982744,-73.65758600000346,1,1,0,[],['57310'],Cluster,Small,Saint-Joseph - No 130,"http://maps.google.com/maps?q=&layer=c&cbll=45.437906999982744,-73.65758600000346"
57303,45.44008199999517,-73.65323300000317,1,1,0,[],['57303'],Cluster,Small,Saint-Joseph - No 31,"http://maps.google.com/maps?q=&layer=c&cbll=45.44008199999517,-73.65323300000317"
57304,45.440781000000904,-73.65124500000303,1,1,0,[],['57304'],Cluster,Small,Saint-Joseph - Notre-Dame,"http://maps.google.com/maps?q=&layer=c&cbll=45.440781000000904,-73.65124500000303"
53938,45.45532100005758,-73.63231000000167,1,1,0,[],['53938'],Cluster,Small,Saint-Jacques,"http://maps.google.com/maps?q=&layer=c&cbll=45.45532100005758,-73.63231000000167"
57305,45.44039199999808,-73.65222700000311,1,1,0,[],['57305'],Cluster,Small,Saint-Joseph - No 23,"http://maps.google.com/maps?q=&layer=c&cbll=45.44039199999808,-73.65222700000311"
57309,45.43749599998032,-73.65844400000351,1,1,0,[],['57309'],Cluster,Small,Saint-Joseph - No 130,"http://maps.google.com/maps?q=&layer=c&cbll=45.43749599998032,-73.65844400000351"
57240,45.44500599993781,-73.6737590000045,1,1,0,[],['57240'],Cluster,Small,Sherbrooke - 11e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.44500599993781,-73.6737590000045"
57234,45.4449959999299,-73.67673100000468,1,1,0,[],['57234'],Cluster,Small,Sherbrooke - 14e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.4449959999299,-73.67673100000468"
57233,45.44599399992658,-73.67797400000475,1,1,0,[],['57233'],Cluster,Small,Duff Court - Roy,"http://maps.google.com/maps?q=&layer=c&cbll=45.44599399992658,-73.67797400000475"
60425,45.4453439999204,-73.6803320000049,1,1,0,[],['60425'],Cluster,Small,Esther-Blondin - Duff Court,"http://maps.google.com/maps?q=&layer=c&cbll=45.4453439999204,-73.6803320000049"
61271,45.49320299998549,-73.65596200000338,1,1,0,[],['61271'],Cluster,Small,des Jockeys - Clanranald,"http://maps.google.com/maps?q=&layer=c&cbll=45.49320299998549,-73.65596200000338"
50609,45.49998200001163,-73.64690400000276,1,1,0,[],['50609'],Cluster,Small,Jean-Talon - de la Savane,"http://maps.google.com/maps?q=&layer=c&cbll=45.49998200001163,-73.64690400000276"
54068,45.50397300002234,-73.6432590000025,1,1,0,[],['54068'],Cluster,Small,Jean-Talon - de Nancy,"http://maps.google.com/maps?q=&layer=c&cbll=45.50397300002234,-73.6432590000025"
51140,45.52951000008565,-73.62263400000096,1,1,0,[],['51140'],Cluster,Small,Station Parc,"http://maps.google.com/maps?q=&layer=c&cbll=45.52951000008565,-73.62263400000096"
51269,45.535885000104415,-73.61681300000048,1,1,0,[],['51269'],Cluster,Small,Jean-Talon - Casgrain,"http://maps.google.com/maps?q=&layer=c&cbll=45.535885000104415,-73.61681300000048"
54170,45.53033300008656,-73.62234800000093,1,1,0,[],['54170'],Cluster,Small,Station Parc,"http://maps.google.com/maps?q=&layer=c&cbll=45.53033300008656,-73.62234800000093"
50922,45.51298900005319,-73.63306000000176,1,1,0,[],['50922'],Cluster,Small,Jean-Talon - de Dunkirk,"http://maps.google.com/maps?q=&layer=c&cbll=45.51298900005319,-73.63306000000176"
54067,45.50482400002384,-73.64274800000247,1,1,0,[],['54067'],Cluster,Small,Jean-Talon - de Nancy,"http://maps.google.com/maps?q=&layer=c&cbll=45.50482400002384,-73.64274800000247"
50608,45.50065800001264,-73.64655000000275,1,1,0,[],['50608'],Cluster,Small,Jean-Talon - de la Savane,"http://maps.google.com/maps?q=&layer=c&cbll=45.50065800001264,-73.64655000000275"
51413,45.54523500012883,-73.60941299999988,1,1,0,[],['51413'],Cluster,Small,Jean-Talon - De Lanaudière,"http://maps.google.com/maps?q=&layer=c&cbll=45.54523500012883,-73.60941299999988"
54094,45.56599600017776,-73.59510499999861,1,1,0,[],['54094'],Cluster,Small,20e Avenue - Everett,"http://maps.google.com/maps?q=&layer=c&cbll=45.56599600017776,-73.59510499999861"
54071,45.530449000368364,-73.54648399999355,1,1,0,[],['54071'],Cluster,Small,Frontenac - Mondelet,"http://maps.google.com/maps?q=&layer=c&cbll=45.530449000368364,-73.54648399999355"
53092,45.531220000360655,-73.54830199999377,1,1,0,[],['53092'],Cluster,Small,Frontenac - Logan,"http://maps.google.com/maps?q=&layer=c&cbll=45.531220000360655,-73.54830199999377"
52616,45.53850600029016,-73.56550399999566,1,1,0,[],['52616'],Cluster,Small,Frontenac - Hogan,"http://maps.google.com/maps?q=&layer=c&cbll=45.53850600029016,-73.56550399999566"
54303,45.561695000109964,-73.61485200000033,1,1,0,[],['54303'],Cluster,Small,Cirque du Soleil,"http://maps.google.com/maps?q=&layer=c&cbll=45.561695000109964,-73.61485200000033"
52586,45.538065000285904,-73.56658499999577,1,1,0,[],['52586'],Cluster,Small,D'Iberville - Marie-Anne,"http://maps.google.com/maps?q=&layer=c&cbll=45.538065000285904,-73.56658499999577"
61811,45.53357000032883,-73.55594899999463,1,1,0,[],['61811'],Cluster,Small,D'Iberville - de Rouen,"http://maps.google.com/maps?q=&layer=c&cbll=45.53357000032883,-73.55594899999463"
53112,45.531278000367635,-73.54664499999356,1,1,0,[],['53112'],Cluster,Small,du Havre - De Maisonneuve,"http://maps.google.com/maps?q=&layer=c&cbll=45.531278000367635,-73.54664499999356"
51796,45.55996000019065,-73.59157999999826,1,1,0,[],['51796'],Cluster,Small,Bélanger - 15e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.55996000019065,-73.59157999999826"
52016,45.569433000220506,-73.5833319999975,1,1,0,[],['52016'],Cluster,Small,Bélanger - 30e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.569433000220506,-73.5833319999975"
55003,45.58518000026838,-73.5705669999962,1,1,0,[],['55003'],Cluster,Small,Bélanger - d'Avila,"http://maps.google.com/maps?q=&layer=c&cbll=45.58518000026838,-73.5705669999962"
55004,45.586345000271216,-73.56982599999614,1,1,0,[],['55004'],Cluster,Small,Bélanger - Liénart,"http://maps.google.com/maps?q=&layer=c&cbll=45.586345000271216,-73.56982599999614"
52030,45.57024200022228,-73.58284199999746,1,1,0,[],['52030'],Cluster,Small,Bélanger - 31e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.57024200022228,-73.58284199999746"
53001,45.55134500033923,-73.55323799999432,1,1,0,[],['53001'],Cluster,Small,Pierre-De Coubertin - Bourbonnière,"http://maps.google.com/maps?q=&layer=c&cbll=45.55134500033923,-73.55323799999432"
54009,45.5522510003268,-73.55625299999465,1,1,0,[],['54009'],Cluster,Small,Bourbonnière - Rachel,"http://maps.google.com/maps?q=&layer=c&cbll=45.5522510003268,-73.55625299999465"
52755,45.538697000304275,-73.56195499999528,1,1,0,[],['52755'],Cluster,Small,Rachel - Bercy,"http://maps.google.com/maps?q=&layer=c&cbll=45.538697000304275,-73.56195499999528"
54145,45.54027600010659,-73.61611200000044,1,1,0,[],['54145'],Cluster,Small,Lajeunesse - de Castelnau,"http://maps.google.com/maps?q=&layer=c&cbll=45.54027600010659,-73.61611200000044"
54146,45.541172000096225,-73.61924700000068,1,1,0,[],['54146'],Cluster,Small,Lajeunesse - Faillon,"http://maps.google.com/maps?q=&layer=c&cbll=45.541172000096225,-73.61924700000068"
51141,45.54200200008675,-73.62215300000094,1,1,0,[],['51141'],Cluster,Small,Lajeunesse - Villeray,"http://maps.google.com/maps?q=&layer=c&cbll=45.54200200008675,-73.62215300000094"
51437,45.55781100013346,-73.60790899999975,1,1,0,[],['51437'],Cluster,Small,Villeray - 1re Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.55781100013346,-73.60790899999975"
51753,45.5688900001856,-73.59289099999839,1,1,0,[],['51753'],Cluster,Small,Everett - 24e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.5688900001856,-73.59289099999839"
51492,45.56012900014376,-73.60487999999948,1,1,0,[],['51492'],Cluster,Small,Villeray - 9e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.56012900014376,-73.60487999999948"
55923,45.4766249998837,-73.69435800000569,1,1,0,[],['55923'],Cluster,Small,Mega Bloks,"http://maps.google.com/maps?q=&layer=c&cbll=45.4766249998837,-73.69435800000569"
55478,45.4768179998654,-73.70184900000609,1,1,0,[],['55478'],Cluster,Small,Montée de Liesse - Côte-de-Liesse,"http://maps.google.com/maps?q=&layer=c&cbll=45.4768179998654,-73.70184900000609"
55851,45.47945099987077,-73.69959700000597,1,1,0,[],['55851'],Cluster,Small,Côte-de-Liesse - No 7520,"http://maps.google.com/maps?q=&layer=c&cbll=45.47945099987077,-73.69959700000597"
55541,45.482754999881614,-73.69512200000574,1,1,0,[],['55541'],Cluster,Small,Côte-de-Liesse - Barr,"http://maps.google.com/maps?q=&layer=c&cbll=45.482754999881614,-73.69512200000574"
56142,45.50884099996844,-73.66180300000379,1,1,0,[],['56142'],Cluster,Small,Côte-de-Liesse - Graham,"http://maps.google.com/maps?q=&layer=c&cbll=45.50884099996844,-73.66180300000379"
56118,45.524759999996704,-73.65169900000312,1,1,0,[],['56118'],Cluster,Small,Côte-de-Liesse - Villa Mont-Royal,"http://maps.google.com/maps?q=&layer=c&cbll=45.524759999996704,-73.65169900000312"
56119,45.52862200000325,-73.64940900000296,1,1,0,[],['56119'],Cluster,Small,Centre Rockland,"http://maps.google.com/maps?q=&layer=c&cbll=45.52862200000325,-73.64940900000296"
53948,45.531275000008606,-73.64756000000281,1,1,0,[],['53948'],Cluster,Small,Crémazie - de l'Acadie,"http://maps.google.com/maps?q=&layer=c&cbll=45.531275000008606,-73.64756000000281"
50579,45.532592000010176,-73.64701000000278,1,1,0,[],['50579'],Cluster,Small,Crémazie - d'Outremont,"http://maps.google.com/maps?q=&layer=c&cbll=45.532592000010176,-73.64701000000278"
50621,45.537550000017106,-73.64461900000262,1,1,0,[],['50621'],Cluster,Small,Crémazie - Tolhurst,"http://maps.google.com/maps?q=&layer=c&cbll=45.537550000017106,-73.64461900000262"
55854,45.52579899999204,-73.6532970000032,1,1,0,[],['55854'],Cluster,Small,Côte-de-Liesse - No 1955,"http://maps.google.com/maps?q=&layer=c&cbll=45.52579899999204,-73.6532970000032"
55853,45.51514299997717,-73.65862300000359,1,1,0,[],['55853'],Cluster,Small,Côte-de-Liesse - No 3155,"http://maps.google.com/maps?q=&layer=c&cbll=45.51514299997717,-73.65862300000359"
55761,45.51050699996892,-73.66160900000376,1,1,0,[],['55761'],Cluster,Small,Côte-de-Liesse Nord - Hébert,"http://maps.google.com/maps?q=&layer=c&cbll=45.51050699996892,-73.66160900000376"
61573,45.50726999993703,-73.6732820000045,1,1,0,[],['61573'],Cluster,Small,Saint-Louis - Gohier,"http://maps.google.com/maps?q=&layer=c&cbll=45.50726999993703,-73.6732820000045"
60711,45.47917299986802,-73.70073300000604,1,1,0,[],['60711'],Cluster,Small,Côte-de-Liesse - Griffith,"http://maps.google.com/maps?q=&layer=c&cbll=45.47917299986802,-73.70073300000604"
55988,45.474970999884434,-73.69408100000568,1,1,0,[],['55988'],Cluster,Small,Hickmore - No 4300,"http://maps.google.com/maps?q=&layer=c&cbll=45.474970999884434,-73.69408100000568"
54317,45.46652300019981,-73.59006299999808,1,1,0,[],['54317'],Cluster,Small,Saint-Patrick - No 5200,"http://maps.google.com/maps?q=&layer=c&cbll=45.46652300019981,-73.59006299999808"
54287,45.46696000020587,-73.58839299999792,1,1,0,[],['54287'],Cluster,Small,Saint-Patrick - Gilmore,"http://maps.google.com/maps?q=&layer=c&cbll=45.46696000020587,-73.58839299999792"
52454,45.479585000267775,-73.5718379999963,1,1,0,[],['52454'],Cluster,Small,Saint-Patrick - Charlevoix,"http://maps.google.com/maps?q=&layer=c&cbll=45.479585000267775,-73.5718379999963"
52077,45.46681000022165,-73.58411799999752,1,1,0,[],['52077'],Cluster,Small,Angers - Dunn,"http://maps.google.com/maps?q=&layer=c&cbll=45.46681000022165,-73.58411799999752"
52062,45.46534800022014,-73.58453999999756,1,1,0,[],['52062'],Cluster,Small,Angers - Cabot,"http://maps.google.com/maps?q=&layer=c&cbll=45.46534800022014,-73.58453999999756"
50489,45.46125499998818,-73.65540900000335,1,1,0,[],['50489'],Cluster,Small,Connaught - Westmore,"http://maps.google.com/maps?q=&layer=c&cbll=45.46125499998818,-73.65540900000335"
51350,45.47533300011531,-73.61421000000026,1,1,0,[],['51350'],Cluster,Small,Côte-Saint-Antoine - Botrel,"http://maps.google.com/maps?q=&layer=c&cbll=45.47533300011531,-73.61421000000026"
56406,45.46583199999392,-73.65336000000319,1,1,0,[],['56406'],Cluster,Small,Centre Côte Saint-Luc,"http://maps.google.com/maps?q=&layer=c&cbll=45.46583199999392,-73.65336000000319"
56405,45.466711999994914,-73.65300500000316,1,1,0,[],['56405'],Cluster,Small,Côte-Saint-Luc - Silverson,"http://maps.google.com/maps?q=&layer=c&cbll=45.466711999994914,-73.65300500000316"
53798,45.465127999991644,-73.65415400000326,1,1,0,[],['53798'],Cluster,Small,Côte-Saint-Luc - Saint-Ignatius,"http://maps.google.com/maps?q=&layer=c&cbll=45.465127999991644,-73.65415400000326"
56418,45.457938999961364,-73.66496100000397,1,1,0,[],['56418'],Cluster,Small,Smart - Arcadian,"http://maps.google.com/maps?q=&layer=c&cbll=45.457938999961364,-73.66496100000397"
56373,45.457255999960374,-73.66532300000397,1,1,0,[],['56373'],Cluster,Small,Arcadian - Westluke,"http://maps.google.com/maps?q=&layer=c&cbll=45.457255999960374,-73.66532300000397"
56361,45.45762799995702,-73.66653700000406,1,1,0,[],['56361'],Cluster,Small,Westluke - Côte-Saint-Luc,"http://maps.google.com/maps?q=&layer=c&cbll=45.45762799995702,-73.66653700000406"
56421,45.47085699995209,-73.66816400000417,1,1,0,[],['56421'],Cluster,Small,Caldwell - des Maimonides,"http://maps.google.com/maps?q=&layer=c&cbll=45.47085699995209,-73.66816400000417"
56340,45.48005999994495,-73.67068100000434,1,1,0,[],['56340'],Cluster,Small,Collins - Cavendish,"http://maps.google.com/maps?q=&layer=c&cbll=45.48005999994495,-73.67068100000434"
56400,45.475080999976356,-73.6593940000036,1,1,0,[],['56400'],Cluster,Small,Cavendish - Heywood,"http://maps.google.com/maps?q=&layer=c&cbll=45.475080999976356,-73.6593940000036"
56307,45.476201000154006,-73.60283399999926,1,1,0,[],['56307'],Cluster,Small,Claremont - Burton,"http://maps.google.com/maps?q=&layer=c&cbll=45.476201000154006,-73.60283399999926"
56356,45.477738999959826,-73.66527000000399,1,1,0,[],['56356'],Cluster,Small,Cavendish - Mackle,"http://maps.google.com/maps?q=&layer=c&cbll=45.477738999959826,-73.66527000000399"
56336,45.469326999943334,-73.67140700000436,1,1,0,[],['56336'],Cluster,Small,Mackle - Parkhaven,"http://maps.google.com/maps?q=&layer=c&cbll=45.469326999943334,-73.67140700000436"
57060,45.446766000126566,-73.61117599999997,1,1,0,[],['57060'],Cluster,Small,Carrefour Angrignon,"http://maps.google.com/maps?q=&layer=c&cbll=45.446766000126566,-73.61117599999997"
57065,45.429785000042976,-73.63731800000203,1,1,0,[],['57065'],Cluster,Small,Newman - No 9100,"http://maps.google.com/maps?q=&layer=c&cbll=45.429785000042976,-73.63731800000203"
56584,45.4561740002686,-73.5718659999963,1,1,0,[],['56584'],Cluster,Small,de Verdun - 5e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.4561740002686,-73.5718659999963"
56587,45.45795800026915,-73.57170599999628,1,1,0,[],['56587'],Cluster,Small,de Verdun - 2e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.45795800026915,-73.57170599999628"
52460,45.4772980002705,-73.57115199999623,1,1,0,[],['52460'],Cluster,Small,D'Argenson - du Centre,"http://maps.google.com/maps?q=&layer=c&cbll=45.4772980002705,-73.57115199999623"
53843,45.50532400024159,-73.57839499999697,1,1,0,[],['53843'],Cluster,Small,du Docteur-Penfield - Réservoir McTavish,"http://maps.google.com/maps?q=&layer=c&cbll=45.50532400024159,-73.57839499999697"
56585,45.45695100026817,-73.57196499999633,1,1,0,[],['56585'],Cluster,Small,de Verdun - 4e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.45695100026817,-73.57196499999633"
53894,45.47605200026048,-73.5737599999965,1,1,0,[],['53894'],Cluster,Small,Atwater - du Centre,"http://maps.google.com/maps?q=&layer=c&cbll=45.47605200026048,-73.5737599999965"
52085,45.48766400022722,-73.58239899999737,1,1,0,[],['52085'],Cluster,Small,Atwater - du Souvenir,"http://maps.google.com/maps?q=&layer=c&cbll=45.48766400022722,-73.58239899999737"
