Id,Name,Type,Lat,LonMetroStations,RailRStations,TramsStations,BusesStations,URL
65,Station Côte-Vertu,Hub,45.514237,-73.682757,{'65': ['2']},{},{},{'60290': ['64'], '61654': ['64', '170'], '60292': ['213', '70'], '60807': ['72', '475'], '55639': ['371', '121'], '55650': ['380', '171', '128', '368', '121', '378'], '55641': ['371', '121'], '55640': ['128', '382'], '55890': ['128', '368', '382'], '60293': ['170'], '55901': ['171'], '55945': ['171'], '60289': ['380', '174', '216'], '60288': ['470', '215', '225', '177'], '60295': ['177', '378'], '61798': ['196'], '60383': ['215', '225'], '61323': ['380', '378'], '55829': ['470'], '61819': ['NA'], '60296': ['968', '468']},http://maps.google.com/maps?q=&layer=c&cbll=45.514237,-73.682757
18,Station Honoré-Beaugrand,Hub,45.596572,-73.535376,{'18': ['1']},{},{},{'53253': ['18', '364', '185'], '53275': ['18', '370'], '54257': ['26', '28', '362'], '53252': ['26', '364', '185'], '53251': ['85'], '53755': ['85'], '53756': ['85'], '54237': ['141', '28', '362'], '53876': ['141'], '53725': ['186'], '54115': ['186', '187', '486', '487'], '53724': ['187'], '53754': ['189'], '61814': ['189'], '54119': ['486'], '54008': ['487']},http://maps.google.com/maps?q=&layer=c&cbll=45.596572,-73.535376
36,Station Lionel-Groulx,Hub,45.482509,-73.580180,{'36': ['1', '2']},{},{},{'61868': ['71'], '61561': ['NA'], '61328': ['78', '405'], '54181': ['108', '350'], '52193': ['108', '350'], '61333': ['191'], '61867': ['485', '211', '425', '405'], '61869': ['211', '425'], '61335': ['350'], '61330': ['371', '496'], '61329': ['411'], '61331': ['491'], '61332': ['747'], '61334': ['747']},http://maps.google.com/maps?q=&layer=c&cbll=45.482509,-73.580180
3,Station Crémazie,Hub,45.546082,-73.639052,{'3': ['2']},{},{},{'50769': ['100', '54', '19', '135'], '50794': ['192', '460', '19'], '50756': ['361', '31'], '50793': ['361', '31'], '50768': ['361', '31'], '50758': ['361', '31'], '60250': ['135', '52'], '54205': ['54'], '50767': ['100'], '50792': ['146', '56'], '50760': ['146'], '54206': ['192'], '50770': ['460']},http://maps.google.com/maps?q=&layer=c&cbll=45.546082,-73.639052
43,Station Angrignon,Hub,45.446466,-73.603118,{'43': ['1']},{},{},{'54105': ['36'], '61660': ['36'], '54111': ['37'], '54108': ['78'], '54112': ['109', '78'], '54110': ['106', '406'], '51611': ['113', '350', '110', '495'], '54106': ['110'], '54107': ['113', '350'], '54109': ['195', '350'], '61263': ['495'], '61662': ['495']},http://maps.google.com/maps?q=&layer=c&cbll=45.446466,-73.603118
97,Station Jean-Talon (Jean-Talon/De Chateaubriand)-Saint-Denis-Jean-Talon-Station Jean-Talon Nord-Station Jean-Talon Sud-De Saint-Vallier-De Chateaubriand-Station Jean-Talon Nord (Jean-Talon-Berri)-Lajeunesse,Hub,45.539178,-73.613771,{},{},{},{'51331': ['30'], '51310': ['95', '361', '31'], '51312': ['NA'], '51322': ['93', '92', '372'], '51311': ['92', '372'], '51330': ['93', '372'], '54095': ['93'], '54212': ['95'], '54211': ['95'], '54172': ['99'], '54171': ['372']},http://maps.google.com/maps?q=&layer=c&cbll=45.539178,-73.613771
1,Station Henri-Bourassa,Hub,45.555277,-73.668172,{'1': ['2']},{},{},{'54127': ['171', '164', '49', '469', '30', '48', '146', '56'], '53827': ['363', '30', '146', '56'], '50305': ['361', '31'], '50304': ['361', '31'], '50313': ['48'], '60367': ['49'], '50303': ['380', '171', '164', '363', '55', '69'], '50307': ['380', '69'], '50306': ['380', '69'], '53793': ['164'], '54114': ['171']},http://maps.google.com/maps?q=&layer=c&cbll=45.555277,-73.668172
19,Station Radisson,Hub,45.589431,-73.539269,{'19': ['1']},{},{},{'61230': ['26', '428'], '53207': ['26', '364', '370', '185'], '53206': ['26', '364', '370', '185'], '59034': ['44'], '53184': ['44'], '53198': ['364', '370', '185'], '54080': ['364', '432', '444', '370', '185'], '53196': ['364', '432', '449', '428', '444', '370', '185'], '60236': ['448'], '59312': ['449', '448']},http://maps.google.com/maps?q=&layer=c&cbll=45.589431,-73.539269
9,Station Mont-Royal,Hub,45.524931,-73.581959,{'9': ['2']},{},{},{'52057': ['11', '97', '368'], '52083': ['11'], '52100': ['11', '97', '368'], '61802': ['11'], '52055': ['11', '97', '368'], '52054': ['NA'], '52056': ['NA'], '52084': ['97', '368'], '58725': ['97'], '61665': ['711']},http://maps.google.com/maps?q=&layer=c&cbll=45.524931,-73.581959
8,Station Laurier,Hub,45.527399,-73.586907,{'8': ['2']},{},{},{'51965': ['14'], '51973': ['27'], '60366': ['27', '47'], '51918': ['NA'], '54167': ['46'], '51919': ['711', '51', '46'], '51974': ['47'], '51948': ['51'], '54069': ['51'], '61719': ['711', '427']},http://maps.google.com/maps?q=&layer=c&cbll=45.527399,-73.586907
7,Station Rosemont,Hub,45.531733,-73.597780,{'7': ['2']},{},{},{'51660': ['13', '25'], '61653': ['31', '13', '25', '197'], '51646': ['361', '30'], '51672': ['30'], '51649': ['361', '30', '31'], '54179': ['31'], '54168': ['31'], '51648': ['370', '161'], '51661': ['197'], '51647': ['370']},http://maps.google.com/maps?q=&layer=c&cbll=45.531733,-73.597780
2,Station Sauvé,Hub,45.550757,-73.656017,{'2': ['2']},{},{},{'50441': ['NA'], '54037': ['NA'], '54269': ['41', '440'], '50437': ['361', '180', '140', '41', '440'], '50438': ['121', '378'], '50443': ['121', '378'], '50442': ['121', '378'], '50439': ['121', '378'], '50440': ['140'], '54088': ['180']},http://maps.google.com/maps?q=&layer=c&cbll=45.550757,-73.656017
31,Station Place-des-Arts,Hub,45.508220,-73.568433,{'31': ['1']},{},{},{'52553': ['NA'], '52533': ['NA'], '52517': ['35', '125'], '61042': ['80', '480'], '52534': ['80', '480', '129', '365'], '61108': ['80'], '61049': ['129', '365', '125'], '52540': ['15', '125'], '52516': ['15', '125']},http://maps.google.com/maps?q=&layer=c&cbll=45.508220,-73.568433
28,Station Papineau,Hub,45.523988,-73.552703,{'28': ['1']},{},{},{'53051': ['10'], '53047': ['15'], '54188': ['34'], '53009': ['359', '45'], '53002': ['445', '359', '45'], '53022': ['359', '45'], '54117': ['150'], '54043': ['358'], '53970': ['358', '769']},http://maps.google.com/maps?q=&layer=c&cbll=45.523988,-73.552703
47,Station Vendôme,Hub,45.474101,-73.603706,{'47': ['2']},{},{},{'53763': ['37'], '53935': ['90', '104'], '51594': ['90'], '53764': ['90'], '53936': ['105', '102'], '53796': ['102'], '51558': ['104'], '53797': ['105'], '54104': ['124']},http://maps.google.com/maps?q=&layer=c&cbll=45.474101,-73.603706
15,Station Bonaventure,Hub,45.498086,-73.567235,{'15': ['2']},{},{},{'53696': ['36'], '52618': ['36'], '52617': ['107', '420', '715', '74', '75'], '54356': ['74', '75'], '52550': ['107', '715'], '52556': ['107'], '52619': ['NA'], '61809': ['445'], '60714': ['715']},http://maps.google.com/maps?q=&layer=c&cbll=45.498086,-73.567235
99,Station Berri-UQAM (De Maisonneuve-St-Hubert)-Berri)-Saint-Denis)-Station Berri-UQAM (Berri-Ste-Catherine)-De Maisonneuve)-de Maisonneuve)-Place Émilie-Gamelin)-Station Berri-UQAM (1621 rue Berri),Hub,45.515263,-73.560871,{},{},{},{'52814': ['15'], '52792': ['NA'], '52761': ['NA'], '61153': ['747', '30'], '52791': ['361', '30', '427'], '52793': ['NA'], '52844': ['361', '30', '427'], '52846': ['361', '715'], '61611': ['747']},http://maps.google.com/maps?q=&layer=c&cbll=45.515263,-73.560871
64,Station Saint-Michel,Hub,45.559560,-73.600002,{'64': ['5']},{},{},{'60771': ['41'], '51631': ['93', '141', '372', '188', '41'], '51570': ['41'], '51606': ['67', '467', '357'], '51605': ['67', '467', '357'], '51632': ['67', '357'], '54184': ['141'], '54294': ['141', '188'], '61113': ['188']},http://maps.google.com/maps?q=&layer=c&cbll=45.559560,-73.600002
57797,Terminus Fairview-Brunswick-Auto Plaza,Cluster,45.465741,-73.831364,{},{},{},{'57795': ['202'], '57815': ['215', '225'], '57794': ['470', '216'], '57809': ['208', '72'], '57798': ['203'], '57799': ['204'], '57821': ['207'], '57800': ['205', '206'], '60415': ['470', '201'], '60888': ['201'], '57827': ['217', '219'], '57823': ['485', '218'], '57822': ['419'], '57797': ['201', '200']},http://maps.google.com/maps?q=&layer=c&cbll=45.465741,-73.831364
