StopCode,StopCode,location,stop_id,stop_name,stop_code,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,HarmCen,CatHarmCen,Clossnes,CatClossnes,BetCen
52083,52083,"(610719.4795840326, 5042213.085382935)",52083,Station Mont-Royal (du Mont-Royal / Berri),52083,,45.524654,-73.582202,,http://m.stm.info/fr/horaires/arrets/52083/bus,0,,,1,,,160.922717926892,3,1.677137527897,3,285.088861331554
52138,52138,"(610877.306701501, 5042467.477030959)",52138,du Mont-Royal / de Mentana,52138,,45.526918,-73.580124,,http://m.stm.info/fr/horaires/arrets/52138/bus,0,,,1,,,158.617333836777,3,1.649306368913,3,581.455712656806
52247,52247,"(611118.6520352951, 5042477.7515320275)",52247,Christophe-Colomb / Marie-Anne,52247,,45.526972,-73.577032,,http://m.stm.info/fr/horaires/arrets/52247/bus,0,,,1,,,213.818030419776,4,2.131261535098,4,718.501263892136
52322,52322,"(611304.4944045705, 5042362.803985875)",52322,Christophe-Colomb / Rachel,52322,,45.525908,-73.574679,,http://m.stm.info/fr/horaires/arrets/52322/bus,0,,,1,,,206.742094861118,4,2.086354148147,4,574.16116787336
52271,52271,"(611195.709467889, 5042554.909932637)",52271,De La Roche / Marie-Anne,52271,,45.527654,-73.576028,,http://m.stm.info/fr/horaires/arrets/52271/bus,0,,,1,,,203.235396083781,4,2.044185082494,4,711.888972493707
52160,52160,"(610949.0124204985, 5042604.437708382)",52160,du Mont-Royal / Christophe-Colomb,52160,,45.528139,-73.579175,,http://m.stm.info/fr/horaires/arrets/52160/bus,0,,,1,,,210.40582021546,4,2.098510927537,4,483.605141787652
52137,52137,"(610877.1887215667, 5042491.812808004)",52137,du Mont-Royal / de Mentana,52137,,45.527137,-73.580120,,http://m.stm.info/fr/horaires/arrets/52137/bus,0,,,1,,,203.481437514497,4,2.05500897899,4,483.520737728539
52100,52100,"(610803.7774528706, 5042376.04909142)",52100,du Mont-Royal / Saint-Hubert,52100,,45.526107,-73.581086,,http://m.stm.info/fr/horaires/arrets/52100/bus,0,,,1,,,197.611582774835,4,2.013273984832,4,483.436333669429
61802,61802,"(610749.8269237222, 5042290.5245307)",61802,du Mont-Royal / Pontiac,61802,,45.525346,-73.581796,,http://m.stm.info/fr/horaires/arrets/61802/bus,0,,,1,,,192.322921340633,4,1.973205041376,4,0.0
52055,52055,"(610669.3626460226, 5042153.634124861)",52055,du Mont-Royal / Saint-Denis,52055,,45.524127,-73.582857,,http://m.stm.info/fr/horaires/arrets/52055/bus,0,,,1,,,194.233988534309,4,1.973403215874,4,483.183121492093
52035,52035,"(610595.666829769, 5042026.977264588)",52035,du Mont-Royal / Henri-Julien,52035,,45.522999,-73.583829,,http://m.stm.info/fr/horaires/arrets/52035/bus,0,,,1,,,188.366771508169,4,1.934885993237,4,483.098717432982
