StopCode,StopCode,location,stop_id,stop_name,stop_code,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,HarmCen,CatHarmCen,Clossnes,CatClossnes,BetCen
at:49:949:0:1,at:49:949:0:1,"(604162.8328971787, 5333055.747275224)",at:49:949:0:1,Oberlaa,,,48.1422207670867,16.4002367172564,0100,,,,,,,,0,1,0.0,1,0.0
at:49:1481:0:1,at:49:1481:0:1,"(603104.3830629115, 5333442.432106135)",at:49:1481:0:1,Neulaa,,,48.1458711740453,16.3861062178353,0100,,,,,,,,1.0,2,0.460829493088,2,98.139614268647
at:49:14:0:8,at:49:14:0:8,"(602810.7177061595, 5334310.739993592)",at:49:14:0:8,Alaudagasse,,,48.1537285583183,16.3823692262528,0270,,,,,,,,1.5,2,0.614439324117,3,192.012288786482
at:49:33:0:9,at:49:33:0:9,"(602889.3347812287, 5335215.593913884)",at:49:33:0:9,Altes Landgut,,,48.1618543811867,16.3836448339564,0270,,,,,,,,1.833333333333,2,0.691244239631,3,281.618023553507
at:49:1573:0:1,at:49:1573:0:1,"(602647.6591646093, 5335948.020698072)",at:49:1573:0:1,Troststraße,,,48.1684811274236,16.3805725956843,0100,,,,,,,,2.083333333333,3,0.73732718894,4,366.956818569722
at:49:1095:0:6,at:49:1095:0:6,"(602442.5699767752, 5336655.041919229)",at:49:1095:0:6,Reumannplatz,,,48.1748733885639,16.3779854476657,0280,,,,,,,,2.283333333333,3,0.768049155146,4,448.028673835126
at:49:666:0:4,at:49:666:0:4,"(602306.2204730378, 5337144.109928851)",at:49:666:0:4,Keplerplatz,,,48.1792941864331,16.3762696654728,0100,,,,,,,,2.45,3,0.789993416722,4,524.833589349718
at:49:1349:0:3,at:49:1349:0:3,"(602090.8577918066, 5338019.276791669)",at:49:1349:0:3,Südtiroler Pl. - Hbf.,,,48.1872003539411,16.3735837027729,0280,,,,,,,,2.592857142857,3,0.806451612903,4,597.371565113501
at:49:1366:0:4,at:49:1366:0:4,"(601841.429002484, 5338748.56812308)",at:49:1366:0:4,Taubstummengasse,,,48.193799871925,16.3704036666667,0100,,,,,,,,2.717857142857,3,0.819252432156,4,665.642601126472
at:49:657:0:15,at:49:657:0:15,"(601715.1970076169, 5339574.49678966)",at:49:657:0:15,Karlsplatz,,,48.2012487603007,16.368903480142,0100,,,,,,,,2.828968253968,3,0.829493087558,4,729.646697388633
at:49:1320:0:6,at:49:1320:0:6,"(601906.5924685701, 5340335.415990198)",at:49:1320:0:6,Stephansplatz,,,48.2080619878123,16.3716613080646,0100,,,,,,,,2.928968253968,3,0.837871805614,4,789.383853899983
at:49:1198:0:23,at:49:1198:0:23,"(602376.8243017887, 5340768.4704150455)",at:49:1198:0:23,Schwedenplatz,,,48.2118813094012,16.3780932454998,0100,,,,,,,,3.019877344877,4,0.844854070661,5,844.854070660522
at:49:916:0:5,at:49:916:0:5,"(602921.2620313445, 5341154.289970888)",at:49:916:0:5,Nestroyplatz,,,48.2152633861515,16.3855133297477,0100,,,,,,,,3.103210678211,4,0.850762141085,5,896.057347670251
at:49:1040:0:1,at:49:1040:0:1,"(603368.7002062611, 5341584.964099107)",at:49:1040:0:1,Praterstern,,,48.2190642146426,16.3916398399862,0100,,,,,,,,3.180133755134,4,0.855826201448,5,942.993684929169
at:49:1433:0:6,at:49:1433:0:6,"(604068.619936278, 5342110.740801184)",at:49:1433:0:6,Vorgartenstraße,,,48.2236786995563,16.4011889314577,0100,,,,,,,,3.251562326562,4,0.860215053763,5,985.663082437276
at:49:234:0:3,at:49:234:0:3,"(604814.6356341913, 5342735.880084187)",at:49:234:0:3,Donauinsel,,,48.2291784306493,16.4113848099339,0100,,,,,,,,3.318228993229,4,0.864055299539,5,1024.065540194572
at:49:641:0:7,at:49:641:0:7,"(605173.5676321723, 5343139.018200894)",at:49:641:0:7,Kaisermühlen-VIC,,,48.2327448609057,16.4163165608444,0100,,,,,,,,3.380728993229,4,0.867443751694,5,1058.201058201058
at:49:31:0:6,at:49:31:0:6,"(605780.0763393829, 5343753.630635172)",at:49:31:0:6,Alte Donau,,,48.2381718206084,16.4246349603765,0100,,,,,,,,3.439552522641,4,0.870455709165,5,1088.069636456733
at:49:627:0:18,at:49:627:0:18,"(606405.860251569, 5344329.363482144)",at:49:627:0:18,Kagran,,,48.2432452380004,16.4332048881882,0100,,,,,,,,3.495108078196,4,0.873150618482,5,1113.671274961597
at:49:633:0:7,at:49:633:0:7,"(607151.8708832075, 5345138.824457595)",at:49:633:0:7,Kagraner Platz,,,48.2503998157629,16.4434546655814,0100,,,,,,,,3.547739657144,4,0.875576036866,5,1135.005973715651
at:49:1860:0:3,at:49:1860:0:3,"(607595.6249275773, 5345943.229646312)",at:49:1860:0:3,Rennbahnweg,,,48.2575593735153,16.449635074737,0100,,,,,,,,3.597739657144,4,0.877770463024,5,1152.073732718894
at:49:1858:0:1,at:49:1858:0:1,"(607735.3352745147, 5346596.856016143)",at:49:1858:0:1,Aderklaaer Straße,,,48.2634142732416,16.4516832335851,0200,,,,,,,,3.645358704763,4,0.879765395894,5,1164.874551971326
at:49:1859:0:3,at:49:1859:0:3,"(607440.6994536989, 5347438.326873097)",at:49:1859:0:3,Großfeldsiedlung,,,48.2710324134144,16.447928275697,0100,,,,,,,,3.690813250217,4,0.881586856341,5,1173.408431472948
